condition,run_id,npy_path,stage_original,stage_original_id
C4,292,data\windows\C4_292.npy,severe,2
C4,293,data\windows\C4_293.npy,severe,2
C4,294,data\windows\C4_294.npy,severe,2
C4,295,data\windows\C4_295.npy,severe,2
C4,296,data\windows\C4_296.npy,severe,2
C4,297,data\windows\C4_297.npy,severe,2
C4,298,data\windows\C4_298.npy,severe,2
C4,299,data\windows\C4_299.npy,severe,2
C4,300,data\windows\C4_300.npy,severe,2
C4,301,data\windows\C4_301.npy,severe,2
C4,302,data\windows\C4_302.npy,severe,2
C4,303,data\windows\C4_303.npy,severe,2
C4,304,data\windows\C4_304.npy,severe,2
C4,305,data\windows\C4_305.npy,severe,2
C4,306,data\windows\C4_306.npy,severe,2
C4,307,data\windows\C4_307.npy,severe,2
C4,308,data\windows\C4_308.npy,severe,2
C4,309,data\windows\C4_309.npy,severe,2
C4,310,data\windows\C4_310.npy,severe,2
C4,311,data\windows\C4_311.npy,severe,2
C4,312,data\windows\C4_312.npy,severe,2
C4,313,data\windows\C4_313.npy,severe,2
C4,314,data\windows\C4_314.npy,severe,2
C4,315,data\windows\C4_315.npy,severe,2
C6,1,data\windows\C6_001.npy,initial,0
C6,2,data\windows\C6_002.npy,initial,0
C6,3,data\windows\C6_003.npy,initial,0
C6,4,data\windows\C6_004.npy,initial,0
C6,5,data\windows\C6_005.npy,initial,0
C6,6,data\windows\C6_006.npy,initial,0
C6,7,data\windows\C6_007.npy,initial,0
C6,8,data\windows\C6_008.npy,initial,0
C6,9,data\windows\C6_009.npy,initial,0
C6,10,data\windows\C6_010.npy,initial,0
C6,11,data\windows\C6_011.npy,initial,0
C6,12,data\windows\C6_012.npy,initial,0
C6,13,data\windows\C6_013.npy,initial,0
C6,14,data\windows\C6_014.npy,initial,0
C6,15,data\windows\C6_015.npy,initial,0
C6,16,data\windows\C6_016.npy,initial,0
C6,17,data\windows\C6_017.npy,initial,0
C6,18,data\windows\C6_018.npy,initial,0
C6,19,data\windows\C6_019.npy,initial,0
C6,20,data\windows\C6_020.npy,initial,0
C6,21,data\windows\C6_021.npy,initial,0
C6,22,data\windows\C6_022.npy,initial,0
C6,23,data\windows\C6_023.npy,initial,0
C6,24,data\windows\C6_024.npy,initial,0
C6,25,data\windows\C6_025.npy,initial,0
C6,26,data\windows\C6_026.npy,initial,0
C6,27,data\windows\C6_027.npy,initial,0
C6,28,data\windows\C6_028.npy,initial,0
C6,29,data\windows\C6_029.npy,initial,0
C6,30,data\windows\C6_030.npy,initial,0
C6,31,data\windows\C6_031.npy,initial,0
C6,32,data\windows\C6_032.npy,initial,0
C6,33,data\windows\C6_033.npy,initial,0
C6,34,data\windows\C6_034.npy,initial,0
C6,35,data\windows\C6_035.npy,initial,0
C6,36,data\windows\C6_036.npy,initial,0
C6,37,data\windows\C6_037.npy,initial,0
C6,38,data\windows\C6_038.npy,initial,0
C6,39,data\windows\C6_039.npy,initial,0
C6,40,data\windows\C6_040.npy,initial,0
C6,41,data\windows\C6_041.npy,initial,0
C6,42,data\windows\C6_042.npy,initial,0
C6,43,data\windows\C6_043.npy,initial,0
C6,44,data\windows\C6_044.npy,initial,0
C6,45,data\windows\C6_045.npy,initial,0
C6,46,data\windows\C6_046.npy,initial,0
C6,47,data\windows\C6_047.npy,initial,0
C6,48,data\windows\C6_048.npy,initial,0
C6,49,data\windows\C6_049.npy,initial,0
C6,50,data\windows\C6_050.npy,initial,0
C6,51,data\windows\C6_051.npy,normal,1
C6,52,data\windows\C6_052.npy,normal,1
C6,53,data\windows\C6_053.npy,normal,1
C6,54,data\windows\C6_054.npy,normal,1
C6,55,data\windows\C6_055.npy,normal,1
C6,56,data\windows\C6_056.npy,normal,1
C6,57,data\windows\C6_057.npy,normal,1
C6,58,data\windows\C6_058.npy,normal,1
C6,59,data\windows\C6_059.npy,normal,1
C6,60,data\windows\C6_060.npy,normal,1
C6,61,data\windows\C6_061.npy,normal,1
C6,62,data\windows\C6_062.npy,normal,1
C6,63,data\windows\C6_063.npy,normal,1
C6,64,data\windows\C6_064.npy,normal,1
C6,65,data\windows\C6_065.npy,normal,1
C6,66,data\windows\C6_066.npy,normal,1
C6,67,data\windows\C6_067.npy,normal,1
C6,68,data\windows\C6_068.npy,normal,1
C6,69,data\windows\C6_069.npy,normal,1
C6,70,data\windows\C6_070.npy,normal,1
C6,71,data\windows\C6_071.npy,normal,1
C6,72,data\windows\C6_072.npy,normal,1
C6,73,data\windows\C6_073.npy,normal,1
C6,74,data\windows\C6_074.npy,normal,1
C6,75,data\windows\C6_075.npy,normal,1
C6,76,data\windows\C6_076.npy,normal,1
C6,77,data\windows\C6_077.npy,normal,1
C6,78,data\windows\C6_078.npy,normal,1
C6,79,data\windows\C6_079.npy,normal,1
C6,80,data\windows\C6_080.npy,normal,1
C6,81,data\windows\C6_081.npy,normal,1
C6,82,data\windows\C6_082.npy,normal,1
C6,83,data\windows\C6_083.npy,normal,1
C6,84,data\windows\C6_084.npy,normal,1
C6,85,data\windows\C6_085.npy,normal,1
C6,86,data\windows\C6_086.npy,normal,1
C6,87,data\windows\C6_087.npy,normal,1
C6,88,data\windows\C6_088.npy,normal,1
C6,89,data\windows\C6_089.npy,normal,1
C6,90,data\windows\C6_090.npy,normal,1
C6,91,data\windows\C6_091.npy,normal,1
C6,92,data\windows\C6_092.npy,normal,1
C6,93,data\windows\C6_093.npy,normal,1
C6,94,data\windows\C6_094.npy,normal,1
C6,95,data\windows\C6_095.npy,normal,1
C6,96,data\windows\C6_096.npy,normal,1
C6,97,data\windows\C6_097.npy,normal,1
C6,98,data\windows\C6_098.npy,normal,1
C6,99,data\windows\C6_099.npy,normal,1
C6,100,data\windows\C6_100.npy,normal,1
C6,101,data\windows\C6_101.npy,normal,1
C6,102,data\windows\C6_102.npy,normal,1
C6,103,data\windows\C6_103.npy,normal,1
C6,104,data\windows\C6_104.npy,normal,1
C6,105,data\windows\C6_105.npy,normal,1
C6,106,data\windows\C6_106.npy,normal,1
C6,107,data\windows\C6_107.npy,normal,1
C6,108,data\windows\C6_108.npy,normal,1
C6,109,data\windows\C6_109.npy,normal,1
C6,110,data\windows\C6_110.npy,normal,1
C6,111,data\windows\C6_111.npy,normal,1
C6,112,data\windows\C6_112.npy,normal,1
C6,113,data\windows\C6_113.npy,normal,1
C6,114,data\windows\C6_114.npy,normal,1
C6,115,data\windows\C6_115.npy,normal,1
C6,116,data\windows\C6_116.npy,normal,1
C6,117,data\windows\C6_117.npy,normal,1
C6,118,data\windows\C6_118.npy,normal,1
C6,119,data\windows\C6_119.npy,normal,1
C6,120,data\windows\C6_120.npy,normal,1
C6,121,data\windows\C6_121.npy,normal,1
C6,122,data\windows\C6_122.npy,normal,1
C6,123,data\windows\C6_123.npy,normal,1
C6,124,data\windows\C6_124.npy,normal,1
C6,125,data\windows\C6_125.npy,normal,1
C6,126,data\windows\C6_126.npy,normal,1
C6,127,data\windows\C6_127.npy,normal,1
C6,128,data\windows\C6_128.npy,normal,1
C6,129,data\windows\C6_129.npy,normal,1
C6,130,data\windows\C6_130.npy,normal,1
C6,131,data\windows\C6_131.npy,normal,1
C6,132,data\windows\C6_132.npy,normal,1
C6,133,data\windows\C6_133.npy,normal,1
C6,134,data\windows\C6_134.npy,normal,1
C6,135,data\windows\C6_135.npy,normal,1
C6,136,data\windows\C6_136.npy,normal,1
C6,137,data\windows\C6_137.npy,normal,1
C6,138,data\windows\C6_138.npy,normal,1
C6,139,data\windows\C6_139.npy,normal,1
C6,140,data\windows\C6_140.npy,normal,1
C6,141,data\windows\C6_141.npy,normal,1
C6,142,data\windows\C6_142.npy,normal,1
C6,143,data\windows\C6_143.npy,normal,1
C6,144,data\windows\C6_144.npy,normal,1
C6,145,data\windows\C6_145.npy,normal,1
C6,146,data\windows\C6_146.npy,normal,1
C6,147,data\windows\C6_147.npy,normal,1
C6,148,data\windows\C6_148.npy,normal,1
C6,149,data\windows\C6_149.npy,normal,1
C6,150,data\windows\C6_150.npy,normal,1
C6,151,data\windows\C6_151.npy,normal,1
C6,152,data\windows\C6_152.npy,normal,1
C6,153,data\windows\C6_153.npy,normal,1
C6,154,data\windows\C6_154.npy,normal,1
C6,155,data\windows\C6_155.npy,normal,1
C6,156,data\windows\C6_156.npy,normal,1
C6,157,data\windows\C6_157.npy,normal,1
C6,158,data\windows\C6_158.npy,normal,1
C6,159,data\windows\C6_159.npy,normal,1
C6,160,data\windows\C6_160.npy,normal,1
C6,161,data\windows\C6_161.npy,normal,1
C6,162,data\windows\C6_162.npy,normal,1
C6,163,data\windows\C6_163.npy,normal,1
C6,164,data\windows\C6_164.npy,normal,1
C6,165,data\windows\C6_165.npy,normal,1
C6,166,data\windows\C6_166.npy,normal,1
C6,167,data\windows\C6_167.npy,normal,1
C6,168,data\windows\C6_168.npy,normal,1
C6,169,data\windows\C6_169.npy,normal,1
C6,170,data\windows\C6_170.npy,normal,1
C6,171,data\windows\C6_171.npy,normal,1
C6,172,data\windows\C6_172.npy,normal,1
C6,173,data\windows\C6_173.npy,normal,1
C6,174,data\windows\C6_174.npy,normal,1
C6,175,data\windows\C6_175.npy,normal,1
C6,176,data\windows\C6_176.npy,normal,1
C6,177,data\windows\C6_177.npy,normal,1
C6,178,data\windows\C6_178.npy,normal,1
C6,179,data\windows\C6_179.npy,normal,1
C6,180,data\windows\C6_180.npy,normal,1
C6,181,data\windows\C6_181.npy,normal,1
C6,182,data\windows\C6_182.npy,normal,1
C6,183,data\windows\C6_183.npy,normal,1
C6,184,data\windows\C6_184.npy,normal,1
C6,185,data\windows\C6_185.npy,normal,1
C6,186,data\windows\C6_186.npy,normal,1
C6,187,data\windows\C6_187.npy,normal,1
C6,188,data\windows\C6_188.npy,normal,1
C6,189,data\windows\C6_189.npy,normal,1
C6,190,data\windows\C6_190.npy,normal,1
C6,191,data\windows\C6_191.npy,normal,1
C6,192,data\windows\C6_192.npy,normal,1
C6,193,data\windows\C6_193.npy,normal,1
C6,194,data\windows\C6_194.npy,normal,1
C6,195,data\windows\C6_195.npy,normal,1
C6,196,data\windows\C6_196.npy,normal,1
C6,197,data\windows\C6_197.npy,normal,1
C6,198,data\windows\C6_198.npy,normal,1
C6,199,data\windows\C6_199.npy,normal,1
C6,200,data\windows\C6_200.npy,normal,1
C6,201,data\windows\C6_201.npy,normal,1
C6,202,data\windows\C6_202.npy,normal,1
C6,203,data\windows\C6_203.npy,normal,1
C6,204,data\windows\C6_204.npy,normal,1
C6,205,data\windows\C6_205.npy,normal,1
C6,206,data\windows\C6_206.npy,normal,1
C6,207,data\windows\C6_207.npy,normal,1
C6,208,data\windows\C6_208.npy,normal,1
C6,209,data\windows\C6_209.npy,normal,1
C6,210,data\windows\C6_210.npy,normal,1
C6,211,data\windows\C6_211.npy,severe,2
C6,212,data\windows\C6_212.npy,severe,2
C6,213,data\windows\C6_213.npy,severe,2
C6,214,data\windows\C6_214.npy,severe,2
C6,215,data\windows\C6_215.npy,severe,2
C6,216,data\windows\C6_216.npy,severe,2
C6,217,data\windows\C6_217.npy,severe,2
C6,218,data\windows\C6_218.npy,severe,2
C6,219,data\windows\C6_219.npy,severe,2
C6,220,data\windows\C6_220.npy,severe,2
C6,221,data\windows\C6_221.npy,severe,2
C6,222,data\windows\C6_222.npy,severe,2
C6,223,data\windows\C6_223.npy,severe,2
C6,224,data\windows\C6_224.npy,severe,2
C6,225,data\windows\C6_225.npy,severe,2
C6,226,data\windows\C6_226.npy,severe,2
C6,227,data\windows\C6_227.npy,severe,2
C6,228,data\windows\C6_228.npy,severe,2
C6,229,data\windows\C6_229.npy,severe,2
C6,230,data\windows\C6_230.npy,severe,2
C6,231,data\windows\C6_231.npy,severe,2
C6,232,data\windows\C6_232.npy,severe,2
C6,233,data\windows\C6_233.npy,severe,2
C6,234,data\windows\C6_234.npy,severe,2
C6,235,data\windows\C6_235.npy,severe,2
C6,236,data\windows\C6_236.npy,severe,2
C6,237,data\windows\C6_237.npy,severe,2
C6,238,data\windows\C6_238.npy,severe,2
C6,239,data\windows\C6_239.npy,severe,2
C6,240,data\windows\C6_240.npy,severe,2
C6,241,data\windows\C6_241.npy,severe,2
C6,242,data\windows\C6_242.npy,severe,2
C6,243,data\windows\C6_243.npy,severe,2
C6,244,data\windows\C6_244.npy,severe,2
C6,245,data\windows\C6_245.npy,severe,2
C6,246,data\windows\C6_246.npy,severe,2
C6,247,data\windows\C6_247.npy,severe,2
C6,248,data\windows\C6_248.npy,severe,2
C6,249,data\windows\C6_249.npy,severe,2
C6,250,data\windows\C6_250.npy,severe,2
C6,251,data\windows\C6_251.npy,severe,2
C6,252,data\windows\C6_252.npy,severe,2
C6,253,data\windows\C6_253.npy,severe,2
C6,254,data\windows\C6_254.npy,severe,2
C6,255,data\windows\C6_255.npy,severe,2
C6,256,data\windows\C6_256.npy,severe,2
C6,257,data\windows\C6_257.npy,severe,2
C6,258,data\windows\C6_258.npy,severe,2
C6,259,data\windows\C6_259.npy,severe,2
C6,260,data\windows\C6_260.npy,severe,2
C6,261,data\windows\C6_261.npy,severe,2
C6,262,data\windows\C6_262.npy,severe,2
C6,263,data\windows\C6_263.npy,severe,2
C6,264,data\windows\C6_264.npy,severe,2
C6,265,data\windows\C6_265.npy,severe,2
C6,266,data\windows\C6_266.npy,severe,2
C6,267,data\windows\C6_267.npy,severe,2
C6,268,data\windows\C6_268.npy,severe,2
C6,269,data\windows\C6_269.npy,severe,2
C6,270,data\windows\C6_270.npy,severe,2
C6,271,data\windows\C6_271.npy,severe,2
C6,272,data\windows\C6_272.npy,severe,2
C6,273,data\windows\C6_273.npy,severe,2
C6,274,data\windows\C6_274.npy,severe,2
C6,275,data\windows\C6_275.npy,severe,2
C6,276,data\windows\C6_276.npy,severe,2
C6,277,data\windows\C6_277.npy,severe,2
C6,278,data\windows\C6_278.npy,severe,2
C6,279,data\windows\C6_279.npy,severe,2
C6,280,data\windows\C6_280.npy,severe,2
C6,281,data\windows\C6_281.npy,severe,2
C6,282,data\windows\C6_282.npy,severe,2
C6,283,data\windows\C6_283.npy,severe,2
C6,284,data\windows\C6_284.npy,severe,2
C6,285,data\windows\C6_285.npy,severe,2
C6,286,data\windows\C6_286.npy,severe,2
C6,287,data\windows\C6_287.npy,severe,2
C6,288,data\windows\C6_288.npy,severe,2
C6,289,data\windows\C6_289.npy,severe,2
C6,290,data\windows\C6_290.npy,severe,2
C6,291,data\windows\C6_291.npy,severe,2
C6,292,data\windows\C6_292.npy,severe,2
C6,293,data\windows\C6_293.npy,severe,2
C6,294,data\windows\C6_294.npy,severe,2
C6,295,data\windows\C6_295.npy,severe,2
C6,296,data\windows\C6_296.npy,severe,2
C6,297,data\windows\C6_297.npy,severe,2
C6,298,data\windows\C6_298.npy,severe,2
C6,299,data\windows\C6_299.npy,severe,2
C6,300,data\windows\C6_300.npy,severe,2
C6,301,data\windows\C6_301.npy,severe,2
C6,302,data\windows\C6_302.npy,severe,2
C6,303,data\windows\C6_303.npy,severe,2
C6,304,data\windows\C6_304.npy,severe,2
C6,305,data\windows\C6_305.npy,severe,2
C6,306,data\windows\C6_306.npy,severe,2
C6,307,data\windows\C6_307.npy,severe,2
C6,308,data\windows\C6_308.npy,severe,2
C6,309,data\windows\C6_309.npy,severe,2
C6,310,data\windows\C6_310.npy,severe,2
C6,311,data\windows\C6_311.npy,severe,2
C6,312,data\windows\C6_312.npy,severe,2
C6,313,data\windows\C6_313.npy,severe,2
C6,314,data\windows\C6_314.npy,severe,2
C6,315,data\windows\C6_315.npy,severe,2
