condition,run_id,stage_original,stage_original_id,VB,stage_unified,stage_unified_id
C6,57,initial,0,103.4594619,early,0
C6,58,initial,0,103.884772,early,0
C6,59,initial,0,104.3100821,early,0
C6,60,initial,0,104.7353921,early,0
C6,61,initial,0,105.1607022,early,0
C6,62,initial,0,105.5860122,early,0
C6,63,initial,0,106.0113223,early,0
C6,64,initial,0,106.4366324,early,0
C6,65,initial,0,106.4907197,early,0
C6,66,initial,0,106.5448071,early,0
C6,67,initial,0,106.5988945,early,0
C6,68,initial,0,106.6529819,early,0
C6,69,initial,0,106.7070692,early,0
C6,70,initial,0,106.7611566,early,0
C6,71,initial,0,106.8304699,early,0
C6,72,initial,0,107.4013983,early,0
C6,73,initial,0,107.9568315,early,0
C6,74,initial,0,108.4961893,early,0
C6,75,initial,0,109.0189324,early,0
C6,76,initial,0,109.524563,early,0
C6,77,initial,0,110.0126251,early,0
C6,78,initial,0,110.4827052,early,0
C6,79,initial,0,110.9344325,early,0
C6,80,initial,0,111.3674791,early,0
C6,81,initial,0,111.7815604,early,0
C6,82,normal,1,112.1764343,early,0
C6,83,normal,1,112.5519021,early,0
C6,84,normal,1,112.9078077,early,0
C6,85,normal,1,113.2440373,early,0
C6,86,normal,1,113.5605194,early,0
C6,87,normal,1,113.8572241,early,0
C6,88,normal,1,114.1341627,early,0
C6,89,normal,1,114.391387,early,0
C6,90,normal,1,114.6289887,early,0
C6,91,normal,1,114.8470987,early,0
C6,92,normal,1,115.0458861,early,0
C6,93,normal,1,115.2255578,early,0
C6,94,normal,1,115.386357,early,0
C6,95,normal,1,115.5285627,early,0
C6,96,normal,1,115.6524886,middle,1
C6,97,normal,1,115.7584818,middle,1
C6,98,normal,1,115.8469217,middle,1
C6,99,normal,1,115.9182194,middle,1
C6,100,normal,1,115.9728158,middle,1
C6,101,normal,1,116.0111807,middle,1
C6,102,normal,1,116.0338116,middle,1
C6,103,normal,1,116.0412323,middle,1
C6,104,normal,1,116.0412323,middle,1
C6,105,normal,1,116.0412323,middle,1
C6,106,normal,1,116.0412323,middle,1
C6,107,normal,1,116.0412323,middle,1
C6,108,normal,1,116.0412323,middle,1
C6,109,normal,1,116.0412323,middle,1
C6,110,normal,1,116.0412323,middle,1
C6,111,normal,1,116.0412323,middle,1
C6,112,normal,1,116.0412323,middle,1
C6,113,normal,1,116.0412323,middle,1
C6,114,normal,1,116.0412323,middle,1
C6,115,normal,1,116.0412323,middle,1
C6,116,normal,1,116.0412323,middle,1
C6,117,normal,1,116.0412323,middle,1
C6,118,normal,1,116.0412323,middle,1
C6,119,normal,1,116.0412323,middle,1
C6,120,normal,1,116.0412323,middle,1
C6,121,normal,1,116.0412323,middle,1
C6,122,normal,1,116.0412323,middle,1
C6,123,normal,1,116.0412323,middle,1
C6,124,normal,1,116.0412323,middle,1
C6,125,normal,1,116.0412323,middle,1
C6,126,normal,1,116.0412323,middle,1
C6,127,normal,1,116.0412323,middle,1
C6,128,normal,1,116.0412323,middle,1
C6,129,normal,1,116.0603334,middle,1
C6,130,normal,1,116.2732426,middle,1
C6,131,normal,1,116.4861517,middle,1
C6,132,normal,1,116.6990608,middle,1
C6,133,normal,1,116.9119699,middle,1
C6,134,normal,1,117.1248791,middle,1
C6,135,normal,1,117.3377882,middle,1
C6,136,normal,1,117.5506973,middle,1
C6,137,normal,1,117.7636065,middle,1
C6,138,normal,1,117.9765156,middle,1
C6,139,normal,1,118.1894247,middle,1
C6,140,normal,1,118.4023338,middle,1
C6,141,normal,1,118.615243,middle,1
C6,142,normal,1,118.8281521,middle,1
C6,143,normal,1,119.0410612,middle,1
C6,144,normal,1,119.2539704,middle,1
C6,145,normal,1,119.4668795,middle,1
C6,146,normal,1,119.6797886,middle,1
C6,147,normal,1,119.8926977,middle,1
C6,148,normal,1,120.1056069,middle,1
C6,149,normal,1,120.318516,middle,1
C6,150,normal,1,120.5314251,middle,1
C6,151,normal,1,120.7443343,middle,1
C6,152,normal,1,120.9572434,middle,1
C6,153,normal,1,121.1701525,middle,1
C6,154,normal,1,121.3830616,middle,1
C6,155,normal,1,121.5959708,middle,1
C6,156,normal,1,121.8088799,middle,1
C6,157,normal,1,122.021789,middle,1
C6,158,normal,1,122.2346982,middle,1
C6,159,normal,1,122.4476073,middle,1
C6,160,normal,1,122.6605164,middle,1
C6,161,normal,1,122.9007941,middle,1
C6,162,normal,1,123.1410717,middle,1
C6,163,normal,1,123.3813494,middle,1
C6,164,normal,1,123.6216271,middle,1
C6,165,normal,1,123.8619047,middle,1
C6,166,normal,1,124.1021824,middle,1
C6,167,normal,1,124.34246,middle,1
C6,168,normal,1,124.5827377,middle,1
C6,169,normal,1,124.8230154,middle,1
C6,170,normal,1,125.063293,middle,1
C6,171,normal,1,125.3035707,middle,1
C6,172,normal,1,125.5438483,middle,1
C6,173,normal,1,125.784126,middle,1
C6,174,normal,1,126.0244037,middle,1
C6,175,normal,1,126.2646813,middle,1
C6,176,normal,1,126.504959,middle,1
C6,177,normal,1,126.7452367,middle,1
C6,178,normal,1,126.9855143,middle,1
C6,179,normal,1,127.225792,middle,1
C6,180,normal,1,127.4660696,middle,1
C6,181,normal,1,127.7063473,middle,1
C6,182,normal,1,127.946625,middle,1
C6,183,normal,1,128.1869026,middle,1
C6,184,normal,1,128.4271803,middle,1
C6,185,normal,1,128.6674579,middle,1
C6,186,normal,1,128.9077356,middle,1
C6,187,normal,1,129.1480133,middle,1
C6,188,normal,1,129.3882909,middle,1
C6,189,severe,2,129.6285686,middle,1
C6,190,severe,2,129.8688462,middle,1
C6,191,severe,2,130.1091239,middle,1
C6,192,severe,2,130.3494016,middle,1
C6,193,severe,2,131.0330779,middle,1
C6,194,severe,2,131.7167543,middle,1
C6,195,severe,2,132.4004307,middle,1
C6,196,severe,2,133.084107,middle,1
C6,197,severe,2,133.7677834,middle,1
C6,198,severe,2,134.4514598,middle,1
C6,199,severe,2,135.1351362,middle,1
C6,200,severe,2,135.8188125,middle,1
C6,201,severe,2,136.5024889,middle,1
C6,202,severe,2,137.1861653,middle,1
C6,203,severe,2,137.8698416,middle,1
C6,204,severe,2,138.553518,middle,1
C6,205,severe,2,139.2371944,middle,1
C6,206,severe,2,139.9208707,middle,1
C6,207,severe,2,140.6045471,middle,1
C6,208,severe,2,141.2882235,middle,1
C6,209,severe,2,141.9718998,middle,1
C6,210,severe,2,142.6555762,middle,1
C6,211,severe,2,143.3392526,middle,1
C6,212,severe,2,144.022929,middle,1
C6,213,severe,2,144.7066053,middle,1
C6,214,severe,2,145.3902817,middle,1
C6,215,severe,2,146.0739581,middle,1
C6,216,severe,2,146.7576344,middle,1
C6,217,severe,2,147.4413108,middle,1
C6,218,severe,2,148.1249872,middle,1
C6,219,severe,2,148.8086635,middle,1
C6,220,severe,2,149.4923399,middle,1
C6,221,severe,2,150.1760163,middle,1
C6,222,severe,2,150.8596926,middle,1
C6,223,severe,2,151.543369,middle,1
C6,224,severe,2,152.2270454,middle,1
C6,225,severe,2,153.5255936,late,2
C6,226,severe,2,154.8241418,late,2
C6,227,severe,2,156.12269,late,2
C6,228,severe,2,157.4212382,late,2
C6,229,severe,2,158.7197863,late,2
C6,230,severe,2,160.0183345,late,2
C6,231,severe,2,161.3168827,late,2
C6,232,severe,2,162.6154309,late,2
C6,233,severe,2,163.9139791,late,2
C6,234,severe,2,165.2125273,late,2
C6,235,severe,2,166.5110755,late,2
C6,236,severe,2,167.8096237,late,2
C6,237,severe,2,169.1081719,late,2
C6,238,severe,2,170.4067201,late,2
C6,239,severe,2,171.7052683,late,2
C6,240,severe,2,173.0038165,late,2
C6,241,severe,2,174.3023646,late,2
C6,242,severe,2,175.6009128,late,2
C6,243,severe,2,176.899461,late,2
C6,244,severe,2,178.1980092,late,2
C6,245,severe,2,179.4965574,late,2
C6,246,severe,2,180.7951056,late,2
C6,247,severe,2,182.0936538,late,2
C6,248,severe,2,183.392202,late,2
C6,249,severe,2,184.6907502,late,2
C6,250,severe,2,185.9892984,late,2
C6,251,severe,2,187.2878466,late,2
C6,252,severe,2,188.5863948,late,2
C6,253,severe,2,189.8849429,late,2
C6,254,severe,2,191.1834911,late,2
C6,255,severe,2,192.4820393,late,2
C6,256,severe,2,193.7805875,late,2
C6,257,severe,2,194.9262222,late,2
C6,258,severe,2,196.0718569,late,2
C6,259,severe,2,197.2174916,late,2
C6,260,severe,2,198.3631263,late,2
C6,261,severe,2,199.5087611,late,2
C6,262,severe,2,200.6543958,late,2
C6,263,severe,2,201.8000305,late,2
C6,264,severe,2,202.9456652,late,2
C6,265,severe,2,204.0912999,late,2
C6,266,severe,2,205.2369346,late,2
C6,267,severe,2,206.3825693,late,2
C6,268,severe,2,207.528204,late,2
C6,269,severe,2,208.6738387,late,2
C6,270,severe,2,209.8194734,late,2
C6,271,severe,2,210.9651081,late,2
C6,272,severe,2,212.1107428,late,2
C6,273,severe,2,213.2563775,late,2
C6,274,severe,2,214.4020122,late,2
C6,275,severe,2,215.5476469,late,2
C6,276,severe,2,216.6932816,late,2
C6,277,severe,2,217.8389164,late,2
C6,278,severe,2,218.9845511,late,2
C6,279,severe,2,220.1301858,late,2
C6,280,severe,2,221.2758205,late,2
C6,281,severe,2,222.4214552,late,2
C6,282,severe,2,223.5670899,late,2
C6,283,severe,2,224.7127246,late,2
C6,284,severe,2,225.8583593,late,2
C6,285,severe,2,227.003994,late,2
C6,286,severe,2,228.1496287,late,2
C6,287,severe,2,229.2952634,late,2
C6,288,severe,2,230.4408981,late,2
C6,289,severe,2,230.5992333,late,2
C6,290,severe,2,230.7575685,late,2
C6,291,severe,2,230.9159037,late,2
C6,292,severe,2,231.0742389,late,2
C6,293,severe,2,231.2325741,late,2
C6,294,severe,2,231.3909093,late,2
C6,295,severe,2,231.5492445,late,2
C6,296,severe,2,231.7075797,late,2
C6,297,severe,2,231.8659149,late,2
C6,298,severe,2,232.0242501,late,2
C6,299,severe,2,232.1825853,late,2
C6,300,severe,2,232.3409205,late,2
C6,301,severe,2,232.4992557,late,2
C6,302,severe,2,232.6575909,late,2
C6,303,severe,2,232.8159261,late,2
C6,304,severe,2,232.9742613,late,2
C6,305,severe,2,233.1325965,late,2
C6,306,severe,2,233.2909317,late,2
C6,307,severe,2,233.4492669,late,2
C6,308,severe,2,233.6076021,late,2
C6,309,severe,2,233.7659373,late,2
C6,310,severe,2,233.9242725,late,2
C6,311,severe,2,234.0826077,late,2
C6,312,severe,2,234.2409429,late,2
C6,313,severe,2,234.3992781,late,2
C6,314,severe,2,234.5576133,late,2
C6,315,severe,2,234.7159485,late,2
