sample_id,condition,run_id,true_stage,q_true,q_hat,PC1,PC2
test_C6_00274,C6,286,late,0.9618936363706976,0.7161245346069336,-8.561905505467877,0.3393663980483926
test_C6_00275,C6,287,late,0.9669797925154976,0.7125243544578552,-8.445780736173315,0.2917732711442556
test_C6_00276,C6,288,late,0.9712352308615,0.7172452807426453,-8.568031091497566,0.39520434086206635
test_C6_00277,C6,289,late,0.9746599514087048,0.7178816199302673,-8.531231870810663,0.4305713812088845
test_C6_00278,C6,290,late,0.9772539541571122,0.7199472784996033,-8.626069529026685,0.4603408806844563
test_C6_00279,C6,291,late,0.9790172391067218,0.7208319306373596,-8.66320595995198,0.44785422693289517
test_C6_00280,C6,292,late,0.979949806257534,0.7222868204116821,-8.703624086034273,0.48206475227599466
test_C6_00281,C6,293,late,0.980882373408346,0.723466694355011,-8.73962283376972,0.48653182307906356
test_C6_00282,C6,294,late,0.9818149405591582,0.7245869636535645,-8.767475544413923,0.5198461582448759
test_C6_00283,C6,295,late,0.9827475077099702,0.726219117641449,-8.80011350674606,0.5498757392627919
test_C6_00284,C6,296,late,0.9836800748607823,0.7263782620429993,-8.803607628115971,0.6123861828011438
test_C6_00285,C6,297,late,0.9846126420115944,0.7266040444374084,-8.81268095148854,0.6381941191966799
test_C6_00286,C6,298,late,0.9855452091624064,0.7262866497039795,-8.811586448956001,0.6836816947120927
test_C6_00287,C6,299,late,0.9864777763132186,0.7251976728439331,-8.792173222933526,0.742355313846726
test_C6_00288,C6,300,late,0.9874103434640308,0.7242662310600281,-8.773261180100258,0.757164932737591
test_C6_00289,C6,301,late,0.9883429106148428,0.724574089050293,-8.775822777600748,0.7377875017459526
test_C6_00290,C6,302,late,0.9892754777656552,0.7233025431632996,-8.751273428121495,0.7744435028404079
test_C6_00291,C6,303,late,0.9902080449164672,0.7231982350349426,-8.747883443430517,0.757950960658772
test_C6_00292,C6,304,late,0.9911406120672792,0.7223459482192993,-8.732622223283606,0.7522372610372605
test_C6_00293,C6,305,late,0.9920731792180912,0.7228519320487976,-8.743429279102768,0.7381681764471593
test_C6_00294,C6,306,late,0.9930057463689036,0.7220061421394348,-8.725024192681843,0.7336306300506211
test_C6_00295,C6,307,late,0.9939383135197154,0.7220006585121155,-8.728251148500911,0.7271262614687751
test_C6_00296,C6,308,late,0.9948708806705276,0.7212540507316589,-8.711546710738556,0.7312282972063032
test_C6_00297,C6,309,late,0.9958034478213396,0.7216882109642029,-8.716726258976015,0.7486419623316463
test_C6_00298,C6,310,late,0.996736014972152,0.7211099863052368,-8.699372683088564,0.7655302120851908
test_C6_00299,C6,311,late,0.9976685821229638,0.7194292545318604,-8.670260753357455,0.8137978388034749
test_C6_00300,C6,312,late,0.998601149273776,0.720753014087677,-8.693464756006998,0.8005183951080359
test_C6_00301,C6,313,late,0.999067432849182,0.7187787294387817,-8.658670814128596,0.8379440866308073
test_C6_00302,C6,314,late,0.9995337164245882,0.718859076499939,-8.658356234817807,0.8297386878794393
test_C6_00303,C6,315,late,0.999999999999994,0.7168352007865906,-8.614885488192023,0.8293489288592152
