sample_id,PC1,PC2,true_stage,pred_stage,q_true,q_hat,uncertainty,entropy,misclassified
test_C6_00203,0.6404010046014781,-4.210041575671018,middle,middle,0.4793127419122085,0.4687154591083526,0.0707002878189086,0.275548523241305,0
test_C6_00204,0.11903611699890285,-3.9068599841970046,middle,middle,0.4833394783072636,0.4919394254684448,0.1033543348312377,0.3604728799165541,0
test_C6_00205,0.34446675342816735,-4.010128622719508,middle,middle,0.4873662147864592,0.4804013669490814,0.088912546634674,0.3250400348270699,0
test_C6_00206,0.018495354295339477,-3.829241826488754,middle,middle,0.4913929512656543,0.4947957098484039,0.113320767879486,0.3837563009910255,0
test_C6_00207,0.16135967984722663,-3.892052988939796,middle,middle,0.4954196876607095,0.4859336316585541,0.1034461259841919,0.3613326507524517,0
test_C6_00208,-0.6411158715013778,-3.3437517324018127,middle,middle,0.4994464241399048,0.515974760055542,0.1990299820899963,0.5451910659258289,0
test_C6_00209,-0.7292991028674146,-3.2710382495916908,middle,middle,0.5034731606191004,0.5206659436225891,0.2145206332206726,0.5687994713700251,0
test_C6_00210,-1.359742574732202,-2.8423843207726764,middle,middle,0.5080172527216286,0.5424875617027283,0.3378461003303528,0.7011155282685257,0
test_C6_00211,-1.3429158787041318,-2.8621549956838264,middle,middle,0.5130787005316301,0.5424078106880188,0.3328889608383178,0.6973774484538913,0
test_C6_00212,-2.026818607209949,-2.3477151039825204,middle,middle,0.5186575039649646,0.5644207000732422,0.5117530822753906,0.7667850493279597,0
test_C6_00213,-3.0573388387637297,-1.5008945441083594,late,late,0.5247536630216317,0.5981863141059875,0.2526996731758117,0.6059568495439948,0
test_C6_00214,-3.5576273347076657,-0.9968626990284832,late,late,0.5313671777016317,0.6170638799667358,0.1558710932731628,0.4601801462185437,0
test_C6_00215,-4.424691262443797,-0.008940697651074636,late,late,0.5384980480049646,0.6511935591697693,0.0612751245498657,0.2433919980381203,0
test_C6_00216,-4.571705982550206,0.1675533989744494,late,late,0.5461462739316305,0.6577705144882202,0.052189826965332,0.2161172779003336,0
test_C6_00217,-5.003809297758035,0.6742069931265678,late,late,0.5537944998582961,0.6783016324043274,0.033553123474121,0.1541057705981684,0
test_C6_00218,-5.204397215859039,0.9410613535016599,late,late,0.5614427257849618,0.6880930066108704,0.0272563099861145,0.1308088130294989,0
test_C6_00219,-5.409397326922796,1.1919018214694075,late,late,0.5690909517116278,0.6969251036643982,0.0221211910247802,0.1105724256026786,0
test_C6_00220,-5.5252799577731215,1.3642796695530155,late,late,0.5767391776382933,0.7028141021728516,0.019532561302185,0.0999012125249735,0
test_C6_00221,-5.646042423387063,1.5297655017035918,late,late,0.5843874036490995,0.7089534401893616,0.0172681212425231,0.0902619401119266,0
test_C6_00222,-5.699998920587586,1.628769641812921,late,late,0.5920356296599056,0.7120978832244873,0.0162689685821533,0.0859054269776929,0
test_C6_00223,-5.765798795618038,1.731124388165655,late,late,0.5996838556707117,0.7163373231887817,0.0151911377906799,0.0811377326594775,0
test_C6_00224,-5.725460474082943,1.7513978914283903,late,late,0.6073320816815179,0.7145554423332214,0.0156230926513671,0.0830254564553296,0
test_C6_00225,-5.794433874125611,1.7926286030067144,late,late,0.6149803076923238,0.7189689874649048,0.0146641135215759,0.0787713283175428,0
test_C6_00226,-5.7821252390609175,1.8141884497311318,late,late,0.6226285336189898,0.7184935808181763,0.0147758722305297,0.0792517314435483,0
test_C6_00227,-5.819777984847646,1.8501461607816878,late,late,0.6302767595456554,0.720963716506958,0.0142545700073242,0.0769123865263883,0
test_C6_00228,-5.757430446480999,1.7990864166333276,late,late,0.6379249854723213,0.7174453139305115,0.0150752663612365,0.0805863917933358,0
test_C6_00229,-5.820949151389821,1.8608336115507598,late,late,0.645573211398987,0.7211993932723999,0.0142139792442321,0.07672056301016,0
test_C6_00230,-5.80252393814871,1.8532283849743378,late,late,0.6532214373256527,0.7200806736946106,0.014417290687561,0.0776316450259686,0
test_C6_00231,-5.826188722917479,1.8767492716165162,late,late,0.6608696632523182,0.7213953733444214,0.0141195654869079,0.0762865881603467,0
test_C6_00232,-5.796795648042673,1.832120353558734,late,late,0.6685178891789844,0.7189964056015015,0.0145477652549743,0.0782251416275487,0
test_C6_00233,-5.834802635450116,1.886624874702784,late,late,0.6761661151897903,0.7219682335853577,0.0140008330345153,0.0757475834079056,0
test_C6_00234,-5.750258787621935,1.8562298399668724,late,late,0.6838143412005964,0.7164318561553955,0.0150908827781677,0.0806062624987468,0
test_C6_00235,-5.834420728496866,1.8996728145636756,late,late,0.6914625672114025,0.7224716544151306,0.0139470100402832,0.0754999998439336,0
test_C6_00236,-5.821799338809131,1.923806949077816,late,late,0.6991107932222087,0.722013533115387,0.0140528678894042,0.0759573041226252,0
test_C6_00237,-5.846761394619467,1.9280456373762316,late,late,0.7067590192330147,0.7234129905700684,0.0137664079666137,0.0746700486297738,0
test_C6_00238,-5.782115468624412,1.8636211977168926,late,late,0.7144072451596807,0.7190530896186829,0.0146202445030212,0.0785258267694619,0
test_C6_00239,-5.848037898406709,1.9313319572546557,late,late,0.7220554710863463,0.7232587933540344,0.0137509703636169,0.0745940720042724,0
test_C6_00240,-5.828326745551472,1.925727060262425,late,late,0.729703697013012,0.7222763299942017,0.0139611959457397,0.0755411179623317,0
test_C6_00241,-5.8524069104281,1.942210873958774,late,late,0.7373519229396778,0.7235472798347473,0.0136781930923461,0.0742587453731991,0
test_C6_00242,-5.8204403504394016,1.8936576127039926,late,late,0.7448714868279991,0.7208490967750549,0.0141361355781555,0.0763467767304908,0
test_C6_00243,-5.856560999364117,1.9504818317795731,late,late,0.752262388677976,0.7240395545959473,0.013622760772705,0.074003545835788,0
test_C6_00244,-5.849999045878122,1.9379372017880334,late,late,0.7595246284896082,0.723435640335083,0.0137135386466979,0.0744228312835807,0
test_C6_00245,-5.869217494540502,1.9549946385436003,late,late,0.7666582063470367,0.7244014143943787,0.0134925842285156,0.0734169666811428,0
test_C6_00246,-5.883681685812853,1.9978938792942729,late,late,0.7736631222502615,0.7258619666099548,0.013259470462799,0.0723334706913877,0
test_C6_00247,-5.8882674989934705,1.9937138816674103,late,late,0.7805393761151413,0.725984513759613,0.0132255554199218,0.0721833146202259,0
test_C6_00248,-5.890919114589378,2.0045432765921443,late,late,0.7872869679416767,0.7265386581420898,0.0131790041923522,0.0719640451160118,0
test_C6_00249,-5.900291631556811,2.0110897613154277,late,late,0.7940345597682124,0.727178156375885,0.0130746364593505,0.0714875076221169,0
test_C6_00250,-5.899366876022076,2.0133035970075124,late,late,0.8007821515947479,0.7271155118942261,0.0130816102027893,0.0715171102259118,0
test_C6_00251,-5.905349168935994,2.015510352928432,late,late,0.8075297434212836,0.7276288866996765,0.0130185484886169,0.0712309178135081,0
test_C6_00252,-5.902573826806551,2.019597048456079,late,late,0.8142773352478189,0.727565348148346,0.0130444169044494,0.0713455032874411,0
test_C6_00253,-5.907569355940295,2.0334745295932115,late,late,0.8210249269902141,0.7282912135124207,0.0129681229591369,0.0709892072976201,0
test_C6_00254,-5.900821216689669,2.0405072569051366,late,late,0.8277725187326093,0.7279256582260132,0.0130257606506347,0.0712444814349491,0
test_C6_00255,-5.899558513833875,2.0495659752123956,late,late,0.8345201104750046,0.7278257012367249,0.0130261182785034,0.071239679912959,0
test_C6_00256,-5.862300615221589,2.0565063218509056,late,late,0.8412677022173995,0.7243006229400635,0.0134593844413757,0.0731844319551595,0
test_C6_00257,-5.889378089982378,2.0346993465179595,late,late,0.8480152939597948,0.7272902727127075,0.0131328105926513,0.0717349012953888,0
test_C6_00258,-5.869731371528229,2.0313773791123153,late,late,0.8547628857021901,0.7257544994354248,0.0133571624755859,0.0727454589108452,0
test_C6_00259,-5.877111782767305,2.013936406728074,late,late,0.8615104774445851,0.726554274559021,0.0132803320884704,0.0724147846019261,0
test_C6_00260,-5.848441391163554,1.990702221217373,late,late,0.8682580691869803,0.723988950252533,0.0136371254920959,0.0740356577095494,0
test_C6_00261,-5.869072810847237,2.001860987025646,late,late,0.8750056609293755,0.7256709337234497,0.013384997844696,0.072895058873528,0
test_C6_00262,-5.84601589983998,1.9892600297634035,late,late,0.8817532527559108,0.724215030670166,0.0136527419090271,0.0741088741380875,0
test_C6_00263,-5.851687091801694,1.979489901561974,late,late,0.8885008445824465,0.7245842218399048,0.0136080980300903,0.073917538912231,0
test_C6_00264,-5.822773380391151,1.9544601260323482,late,late,0.895248436408982,0.7225261330604553,0.0139763355255126,0.0755869087483163,0
test_C6_00265,-5.830249964639476,1.9720589629051544,late,late,0.9019960282355176,0.7235239148139954,0.0138592720031738,0.0750486499950545,0
test_C6_00266,-5.79846522882567,1.9566947973512083,late,late,0.9087436200620532,0.7216888070106506,0.0142425298690795,0.076770151610148,0
test_C6_00267,-5.697613217032352,1.9577522824520361,late,late,0.9154912118885886,0.7138045430183411,0.0156276226043701,0.0828621911440451,0
test_C6_00268,-5.7788435422263404,1.9269871637931943,late,late,0.9222388037151243,0.7212038040161133,0.0144916176795959,0.0779049248707605,0
test_C6_00269,-5.72796758915722,1.9250995527281483,late,late,0.9289863954575196,0.7178779244422913,0.0151605010032653,0.0808514792107774,0
test_C6_00270,-5.745347936773827,1.9036228271104294,late,late,0.9357339871999144,0.7195775508880615,0.014947235584259,0.0799335407843303,0
test_C6_00271,-5.658387015132408,1.8341067492910657,late,late,0.9424815789423098,0.7140624523162842,0.0161485075950622,0.0852476388104828,0
test_C6_00272,-5.723384215947135,1.8734269215719277,late,late,0.949229170684705,0.7171517014503479,0.0152820944786071,0.0814298320290186,0
test_C6_00273,-5.676719595274235,1.8436739154439317,late,late,0.9559767624271,0.7151066660881042,0.0158785581588745,0.0840622528964635,0
test_C6_00274,-5.698350352063417,1.8577567945974727,late,late,0.9618936363706976,0.7161245346069336,0.0156193971633911,0.0829170220837201,0
test_C6_00275,-5.637344204018262,1.8129717693029364,late,late,0.9669797925154976,0.7125243544578552,0.0164901614189147,0.0867372160625579,0
test_C6_00276,-5.711029465646416,1.8865023450329947,late,late,0.9712352308615,0.7172452807426453,0.0154167413711547,0.0820028407804121,0
test_C6_00277,-5.7330347566193725,1.8974810699925122,late,late,0.9746599514087048,0.7178816199302673,0.015169620513916,0.0809121696349148,0
test_C6_00278,-5.768094606600017,1.9293571219520955,late,late,0.9772539541571122,0.7199472784996033,0.0146746039390563,0.0787017944122258,0
test_C6_00279,-5.790227280798072,1.9370582358141981,late,late,0.9790172391067218,0.7208319306373596,0.0144116878509521,0.0775290294479573,0
test_C6_00280,-5.811303582887934,1.9661844829480577,late,late,0.979949806257534,0.7222868204116821,0.0141221284866333,0.076214185549095,0
test_C6_00281,-5.83753375804952,1.9807710850456504,late,late,0.980882373408346,0.723466694355011,0.0138117671012878,0.0748189025932773,0
test_C6_00282,-5.85266430592082,2.000755261966965,late,late,0.9818149405591582,0.7245869636535645,0.0136111378669738,0.0739040634543295,0
test_C6_00283,-5.87442738663782,2.0218580357642653,late,late,0.9827475077099702,0.726219117641449,0.0133336186408996,0.0726417107704436,0
test_C6_00284,-5.8768151305273655,2.046423865884936,late,late,0.9836800748607823,0.7263782620429993,0.013276994228363,0.0723682952894373,0
test_C6_00285,-5.883188503959165,2.0583232911276315,late,late,0.9846126420115944,0.7266040444374084,0.0131940841674804,0.0719865878548467,0
test_C6_00286,-5.880733888004009,2.0721887593588004,late,late,0.9855452091624064,0.7262866497039795,0.0131996870040893,0.0720010127662491,0
test_C6_00287,-5.869855517020014,2.0873085240028666,late,late,0.9864777763132186,0.7251976728439331,0.0133076310157775,0.0724745526998055,0
test_C6_00288,-5.854659580454635,2.08640396199849,late,late,0.9874103434640308,0.7242662310600281,0.0134720206260681,0.073212854523889,0
test_C6_00289,-5.858112420779772,2.0769643038791052,late,late,0.9883429106148428,0.724574089050293,0.0134217143058776,0.0729936324923499,0
test_C6_00290,-5.84313050118359,2.0788263854393034,late,late,0.9892754777656552,0.7233025431632996,0.0135897994041442,0.0737446502115342,0
test_C6_00291,-5.839816896121639,2.072468179858191,late,late,0.9902080449164672,0.7231982350349426,0.0136229395866394,0.0738976682068201,0
test_C6_00292,-5.8279657682129855,2.0602386700823327,late,late,0.9911406120672792,0.7223459482192993,0.0137640833854675,0.0745374777938102,0
test_C6_00293,-5.833029536812744,2.0589772163481292,late,late,0.9920731792180912,0.7228519320487976,0.0136967301368713,0.074236765524654,0
test_C6_00294,-5.82126399731352,2.0509031981368433,late,late,0.9930057463689036,0.7220061421394348,0.0138409733772277,0.0748871343909359,0
test_C6_00295,-5.820243867701732,2.0486254548477056,late,late,0.9939383135197154,0.7220006585121155,0.013851523399353,0.0749356718102623,0
test_C6_00296,-5.812141181110033,2.044414575130831,late,late,0.9948708806705276,0.7212540507316589,0.0139592885971069,0.0754195540051674,0
test_C6_00297,-5.816965773354745,2.0543595669111188,late,late,0.9958034478213396,0.7216882109642029,0.0138845443725585,0.0750775947632094,0
test_C6_00298,-5.8096430109433195,2.055498270056052,late,late,0.996736014972152,0.7211099863052368,0.0139688253402709,0.0754514013883107,0
test_C6_00299,-5.787006622870369,2.062004549346412,late,late,0.9976685821229638,0.7194292545318604,0.0142303705215454,0.0766075373526927,0
test_C6_00300,-5.802164526247472,2.0689972433068196,late,late,0.998601149273776,0.720753014087677,0.0140163302421569,0.0756514105500787,0
test_C6_00301,-5.777033085383318,2.0669362114073393,late,late,0.999067432849182,0.7187787294387817,0.014320433139801,0.0770006924837795,0
test_C6_00302,-5.776158892381038,2.067074630137056,late,late,0.9995337164245882,0.718859076499939,0.0143164992332458,0.0769824019402664,0
test_C6_00303,-5.744844333764833,2.0515662691899568,late,late,0.999999999999994,0.7168352007865906,0.0147035717964172,0.0787031779016128,0
