condition,run_id,subwindow,stage_original,stage_original_id,VB,stage_unified,stage_unified_id
C1,127,0,normal,1,96.59529149,middle,1
C1,127,1,normal,1,96.59529149,middle,1
C1,127,2,normal,1,96.59529149,middle,1
C1,127,3,normal,1,96.59529149,middle,1
C1,127,4,normal,1,96.59529149,middle,1
C1,128,0,normal,1,96.85545491,middle,1
C1,128,1,normal,1,96.85545491,middle,1
C1,128,2,normal,1,96.85545491,middle,1
C1,128,3,normal,1,96.85545491,middle,1
C1,128,4,normal,1,96.85545491,middle,1
C1,129,0,normal,1,97.10876863,middle,1
C1,129,1,normal,1,97.10876863,middle,1
C1,129,2,normal,1,97.10876863,middle,1
C1,129,3,normal,1,97.10876863,middle,1
C1,129,4,normal,1,97.10876863,middle,1
C1,130,0,normal,1,97.35528535,middle,1
C1,130,1,normal,1,97.35528535,middle,1
C1,130,2,normal,1,97.35528535,middle,1
C1,130,3,normal,1,97.35528535,middle,1
C1,130,4,normal,1,97.35528535,middle,1
C1,131,0,normal,1,97.59507432,middle,1
C1,131,1,normal,1,97.59507432,middle,1
C1,131,2,normal,1,97.59507432,middle,1
C1,131,3,normal,1,97.59507432,middle,1
C1,131,4,normal,1,97.59507432,middle,1
C1,132,0,normal,1,97.82822082,middle,1
C1,132,1,normal,1,97.82822082,middle,1
C1,132,2,normal,1,97.82822082,middle,1
C1,132,3,normal,1,97.82822082,middle,1
C1,132,4,normal,1,97.82822082,middle,1
C1,133,0,normal,1,98.05482567,middle,1
C1,133,1,normal,1,98.05482567,middle,1
C1,133,2,normal,1,98.05482567,middle,1
C1,133,3,normal,1,98.05482567,middle,1
C1,133,4,normal,1,98.05482567,middle,1
C1,134,0,normal,1,98.27500469,middle,1
C1,134,1,normal,1,98.27500469,middle,1
C1,134,2,normal,1,98.27500469,middle,1
C1,134,3,normal,1,98.27500469,middle,1
C1,134,4,normal,1,98.27500469,middle,1
C1,135,0,normal,1,98.48888816,middle,1
C1,135,1,normal,1,98.48888816,middle,1
C1,135,2,normal,1,98.48888816,middle,1
C1,135,3,normal,1,98.48888816,middle,1
C1,135,4,normal,1,98.48888816,middle,1
C1,136,0,normal,1,98.69662026,middle,1
C1,136,1,normal,1,98.69662026,middle,1
C1,136,2,normal,1,98.69662026,middle,1
C1,136,3,normal,1,98.69662026,middle,1
C1,136,4,normal,1,98.69662026,middle,1
C1,137,0,normal,1,98.89835857,middle,1
C1,137,1,normal,1,98.89835857,middle,1
C1,137,2,normal,1,98.89835857,middle,1
C1,137,3,normal,1,98.89835857,middle,1
C1,137,4,normal,1,98.89835857,middle,1
C1,138,0,normal,1,99.09427345,middle,1
C1,138,1,normal,1,99.09427345,middle,1
C1,138,2,normal,1,99.09427345,middle,1
C1,138,3,normal,1,99.09427345,middle,1
C1,138,4,normal,1,99.09427345,middle,1
C1,139,0,normal,1,99.2845475,middle,1
C1,139,1,normal,1,99.2845475,middle,1
C1,139,2,normal,1,99.2845475,middle,1
C1,139,3,normal,1,99.2845475,middle,1
C1,139,4,normal,1,99.2845475,middle,1
C1,140,0,normal,1,99.469375,middle,1
C1,140,1,normal,1,99.469375,middle,1
C1,140,2,normal,1,99.469375,middle,1
C1,140,3,normal,1,99.469375,middle,1
C1,140,4,normal,1,99.469375,middle,1
C1,141,0,normal,1,99.64896132,middle,1
C1,141,1,normal,1,99.64896132,middle,1
C1,141,2,normal,1,99.64896132,middle,1
C1,141,3,normal,1,99.64896132,middle,1
C1,141,4,normal,1,99.64896132,middle,1
C1,142,0,normal,1,99.82352237,middle,1
C1,142,1,normal,1,99.82352237,middle,1
C1,142,2,normal,1,99.82352237,middle,1
C1,142,3,normal,1,99.82352237,middle,1
C1,142,4,normal,1,99.82352237,middle,1
C1,143,0,normal,1,99.99328397,middle,1
C1,143,1,normal,1,99.99328397,middle,1
C1,143,2,normal,1,99.99328397,middle,1
C1,143,3,normal,1,99.99328397,middle,1
C1,143,4,normal,1,99.99328397,middle,1
C1,144,0,normal,1,100.1584813,middle,1
C1,144,1,normal,1,100.1584813,middle,1
C1,144,2,normal,1,100.1584813,middle,1
C1,144,3,normal,1,100.1584813,middle,1
C1,144,4,normal,1,100.1584813,middle,1
C1,145,0,normal,1,100.3193584,middle,1
C1,145,1,normal,1,100.3193584,middle,1
C1,145,2,normal,1,100.3193584,middle,1
C1,145,3,normal,1,100.3193584,middle,1
C1,145,4,normal,1,100.3193584,middle,1
C1,146,0,normal,1,100.4761675,middle,1
C1,146,1,normal,1,100.4761675,middle,1
C1,146,2,normal,1,100.4761675,middle,1
C1,146,3,normal,1,100.4761675,middle,1
C1,146,4,normal,1,100.4761675,middle,1
C1,147,0,normal,1,100.6291683,middle,1
C1,147,1,normal,1,100.6291683,middle,1
C1,147,2,normal,1,100.6291683,middle,1
C1,147,3,normal,1,100.6291683,middle,1
C1,147,4,normal,1,100.6291683,middle,1
C1,148,0,normal,1,100.7786279,middle,1
C1,148,1,normal,1,100.7786279,middle,1
C1,148,2,normal,1,100.7786279,middle,1
C1,148,3,normal,1,100.7786279,middle,1
C1,148,4,normal,1,100.7786279,middle,1
C1,149,0,normal,1,100.9248194,middle,1
C1,149,1,normal,1,100.9248194,middle,1
C1,149,2,normal,1,100.9248194,middle,1
C1,149,3,normal,1,100.9248194,middle,1
C1,149,4,normal,1,100.9248194,middle,1
C1,150,0,normal,1,101.1797629,middle,1
C1,150,1,normal,1,101.1797629,middle,1
C1,150,2,normal,1,101.1797629,middle,1
C1,150,3,normal,1,101.1797629,middle,1
C1,150,4,normal,1,101.1797629,middle,1
C1,151,0,normal,1,101.5974715,middle,1
C1,151,1,normal,1,101.5974715,middle,1
C1,151,2,normal,1,101.5974715,middle,1
C1,151,3,normal,1,101.5974715,middle,1
C1,151,4,normal,1,101.5974715,middle,1
C1,152,0,normal,1,102.0215369,middle,1
C1,152,1,normal,1,102.0215369,middle,1
C1,152,2,normal,1,102.0215369,middle,1
C1,152,3,normal,1,102.0215369,middle,1
C1,152,4,normal,1,102.0215369,middle,1
C1,153,0,normal,1,102.4516511,middle,1
C1,153,1,normal,1,102.4516511,middle,1
C1,153,2,normal,1,102.4516511,middle,1
C1,153,3,normal,1,102.4516511,middle,1
C1,153,4,normal,1,102.4516511,middle,1
C1,154,0,normal,1,102.887502,middle,1
C1,154,1,normal,1,102.887502,middle,1
C1,154,2,normal,1,102.887502,middle,1
C1,154,3,normal,1,102.887502,middle,1
C1,154,4,normal,1,102.887502,middle,1
C1,155,0,normal,1,103.328774,middle,1
C1,155,1,normal,1,103.328774,middle,1
C1,155,2,normal,1,103.328774,middle,1
C1,155,3,normal,1,103.328774,middle,1
C1,155,4,normal,1,103.328774,middle,1
C1,156,0,normal,1,103.7751482,middle,1
C1,156,1,normal,1,103.7751482,middle,1
C1,156,2,normal,1,103.7751482,middle,1
C1,156,3,normal,1,103.7751482,middle,1
C1,156,4,normal,1,103.7751482,middle,1
C1,157,0,normal,1,104.2263032,middle,1
C1,157,1,normal,1,104.2263032,middle,1
C1,157,2,normal,1,104.2263032,middle,1
C1,157,3,normal,1,104.2263032,middle,1
C1,157,4,normal,1,104.2263032,middle,1
C1,158,0,normal,1,104.6819154,middle,1
C1,158,1,normal,1,104.6819154,middle,1
C1,158,2,normal,1,104.6819154,middle,1
C1,158,3,normal,1,104.6819154,middle,1
C1,158,4,normal,1,104.6819154,middle,1
C1,159,0,normal,1,105.1416593,middle,1
C1,159,1,normal,1,105.1416593,middle,1
C1,159,2,normal,1,105.1416593,middle,1
C1,159,3,normal,1,105.1416593,middle,1
C1,159,4,normal,1,105.1416593,middle,1
C1,160,0,normal,1,105.6052085,middle,1
C1,160,1,normal,1,105.6052085,middle,1
C1,160,2,normal,1,105.6052085,middle,1
C1,160,3,normal,1,105.6052085,middle,1
C1,160,4,normal,1,105.6052085,middle,1
C1,161,0,normal,1,106.0722354,middle,1
C1,161,1,normal,1,106.0722354,middle,1
C1,161,2,normal,1,106.0722354,middle,1
C1,161,3,normal,1,106.0722354,middle,1
C1,161,4,normal,1,106.0722354,middle,1
C1,162,0,normal,1,106.5424124,middle,1
C1,162,1,normal,1,106.5424124,middle,1
C1,162,2,normal,1,106.5424124,middle,1
C1,162,3,normal,1,106.5424124,middle,1
C1,162,4,normal,1,106.5424124,middle,1
C1,163,0,normal,1,107.0154117,middle,1
C1,163,1,normal,1,107.0154117,middle,1
C1,163,2,normal,1,107.0154117,middle,1
C1,163,3,normal,1,107.0154117,middle,1
C1,163,4,normal,1,107.0154117,middle,1
C1,164,0,normal,1,107.4909062,middle,1
C1,164,1,normal,1,107.4909062,middle,1
C1,164,2,normal,1,107.4909062,middle,1
C1,164,3,normal,1,107.4909062,middle,1
C1,164,4,normal,1,107.4909062,middle,1
C1,165,0,normal,1,107.9685697,middle,1
C1,165,1,normal,1,107.9685697,middle,1
C1,165,2,normal,1,107.9685697,middle,1
C1,165,3,normal,1,107.9685697,middle,1
C1,165,4,normal,1,107.9685697,middle,1
C1,166,0,normal,1,108.4480774,middle,1
C1,166,1,normal,1,108.4480774,middle,1
C1,166,2,normal,1,108.4480774,middle,1
C1,166,3,normal,1,108.4480774,middle,1
C1,166,4,normal,1,108.4480774,middle,1
C1,167,0,normal,1,108.9291061,middle,1
C1,167,1,normal,1,108.9291061,middle,1
C1,167,2,normal,1,108.9291061,middle,1
C1,167,3,normal,1,108.9291061,middle,1
C1,167,4,normal,1,108.9291061,middle,1
C1,168,0,normal,1,109.4113349,middle,1
C1,168,1,normal,1,109.4113349,middle,1
C1,168,2,normal,1,109.4113349,middle,1
C1,168,3,normal,1,109.4113349,middle,1
C1,168,4,normal,1,109.4113349,middle,1
C1,169,0,normal,1,109.8944454,middle,1
C1,169,1,normal,1,109.8944454,middle,1
C1,169,2,normal,1,109.8944454,middle,1
C1,169,3,normal,1,109.8944454,middle,1
C1,169,4,normal,1,109.8944454,middle,1
C1,170,0,normal,1,110.3781221,middle,1
C1,170,1,normal,1,110.3781221,middle,1
C1,170,2,normal,1,110.3781221,middle,1
C1,170,3,normal,1,110.3781221,middle,1
C1,170,4,normal,1,110.3781221,middle,1
C1,171,0,normal,1,110.8620528,middle,1
C1,171,1,normal,1,110.8620528,middle,1
C1,171,2,normal,1,110.8620528,middle,1
C1,171,3,normal,1,110.8620528,middle,1
C1,171,4,normal,1,110.8620528,middle,1
C1,172,0,normal,1,111.3459291,middle,1
C1,172,1,normal,1,111.3459291,middle,1
C1,172,2,normal,1,111.3459291,middle,1
C1,172,3,normal,1,111.3459291,middle,1
C1,172,4,normal,1,111.3459291,middle,1
C1,173,0,normal,1,111.8294463,middle,1
C1,173,1,normal,1,111.8294463,middle,1
C1,173,2,normal,1,111.8294463,middle,1
C1,173,3,normal,1,111.8294463,middle,1
C1,173,4,normal,1,111.8294463,middle,1
C1,174,0,normal,1,112.3123042,middle,1
C1,174,1,normal,1,112.3123042,middle,1
C1,174,2,normal,1,112.3123042,middle,1
C1,174,3,normal,1,112.3123042,middle,1
C1,174,4,normal,1,112.3123042,middle,1
C1,175,0,normal,1,112.7942074,middle,1
C1,175,1,normal,1,112.7942074,middle,1
C1,175,2,normal,1,112.7942074,middle,1
C1,175,3,normal,1,112.7942074,middle,1
C1,175,4,normal,1,112.7942074,middle,1
C1,176,0,severe,2,113.2748654,middle,1
C1,176,1,severe,2,113.2748654,middle,1
C1,176,2,severe,2,113.2748654,middle,1
C1,176,3,severe,2,113.2748654,middle,1
C1,176,4,severe,2,113.2748654,middle,1
C1,177,0,severe,2,113.7539929,middle,1
C1,177,1,severe,2,113.7539929,middle,1
C1,177,2,severe,2,113.7539929,middle,1
C1,177,3,severe,2,113.7539929,middle,1
C1,177,4,severe,2,113.7539929,middle,1
C1,178,0,severe,2,114.2313103,middle,1
C1,178,1,severe,2,114.2313103,middle,1
C1,178,2,severe,2,114.2313103,middle,1
C1,178,3,severe,2,114.2313103,middle,1
C1,178,4,severe,2,114.2313103,middle,1
C1,179,0,severe,2,114.7065438,middle,1
C1,179,1,severe,2,114.7065438,middle,1
C1,179,2,severe,2,114.7065438,middle,1
C1,179,3,severe,2,114.7065438,middle,1
C1,179,4,severe,2,114.7065438,middle,1
C1,180,0,severe,2,115.179426,middle,1
C1,180,1,severe,2,115.179426,middle,1
C1,180,2,severe,2,115.179426,middle,1
C1,180,3,severe,2,115.179426,middle,1
C1,180,4,severe,2,115.179426,middle,1
C1,181,0,severe,2,115.6496958,middle,1
C1,181,1,severe,2,115.6496958,middle,1
C1,181,2,severe,2,115.6496958,middle,1
C1,181,3,severe,2,115.6496958,middle,1
C1,181,4,severe,2,115.6496958,middle,1
C1,182,0,severe,2,116.1170987,middle,1
C1,182,1,severe,2,116.1170987,middle,1
C1,182,2,severe,2,116.1170987,middle,1
C1,182,3,severe,2,116.1170987,middle,1
C1,182,4,severe,2,116.1170987,middle,1
C1,183,0,severe,2,116.5813874,middle,1
C1,183,1,severe,2,116.5813874,middle,1
C1,183,2,severe,2,116.5813874,middle,1
C1,183,3,severe,2,116.5813874,middle,1
C1,183,4,severe,2,116.5813874,middle,1
C1,184,0,severe,2,117.0423215,middle,1
C1,184,1,severe,2,117.0423215,middle,1
C1,184,2,severe,2,117.0423215,middle,1
C1,184,3,severe,2,117.0423215,middle,1
C1,184,4,severe,2,117.0423215,middle,1
C1,185,0,severe,2,117.4996682,middle,1
C1,185,1,severe,2,117.4996682,middle,1
C1,185,2,severe,2,117.4996682,middle,1
C1,185,3,severe,2,117.4996682,middle,1
C1,185,4,severe,2,117.4996682,middle,1
C1,186,0,severe,2,117.9532024,middle,1
C1,186,1,severe,2,117.9532024,middle,1
C1,186,2,severe,2,117.9532024,middle,1
C1,186,3,severe,2,117.9532024,middle,1
C1,186,4,severe,2,117.9532024,middle,1
C1,187,0,severe,2,118.4027067,middle,1
C1,187,1,severe,2,118.4027067,middle,1
C1,187,2,severe,2,118.4027067,middle,1
C1,187,3,severe,2,118.4027067,middle,1
C1,187,4,severe,2,118.4027067,middle,1
C1,188,0,severe,2,118.8479717,middle,1
C1,188,1,severe,2,118.8479717,middle,1
C1,188,2,severe,2,118.8479717,middle,1
C1,188,3,severe,2,118.8479717,middle,1
C1,188,4,severe,2,118.8479717,middle,1
C1,189,0,severe,2,119.2887964,middle,1
C1,189,1,severe,2,119.2887964,middle,1
C1,189,2,severe,2,119.2887964,middle,1
C1,189,3,severe,2,119.2887964,middle,1
C1,189,4,severe,2,119.2887964,middle,1
C1,190,0,severe,2,119.724988,middle,1
C1,190,1,severe,2,119.724988,middle,1
C1,190,2,severe,2,119.724988,middle,1
C1,190,3,severe,2,119.724988,middle,1
C1,190,4,severe,2,119.724988,middle,1
C1,191,0,severe,2,120.1563624,middle,1
C1,191,1,severe,2,120.1563624,middle,1
C1,191,2,severe,2,120.1563624,middle,1
C1,191,3,severe,2,120.1563624,middle,1
C1,191,4,severe,2,120.1563624,middle,1
C1,192,0,severe,2,120.5827442,middle,1
C1,192,1,severe,2,120.5827442,middle,1
C1,192,2,severe,2,120.5827442,middle,1
C1,192,3,severe,2,120.5827442,middle,1
C1,192,4,severe,2,120.5827442,middle,1
C1,193,0,severe,2,121.0039667,middle,1
C1,193,1,severe,2,121.0039667,middle,1
C1,193,2,severe,2,121.0039667,middle,1
C1,193,3,severe,2,121.0039667,middle,1
C1,193,4,severe,2,121.0039667,middle,1
C1,194,0,severe,2,121.4198724,middle,1
C1,194,1,severe,2,121.4198724,middle,1
C1,194,2,severe,2,121.4198724,middle,1
C1,194,3,severe,2,121.4198724,middle,1
C1,194,4,severe,2,121.4198724,middle,1
C1,195,0,severe,2,121.8303128,middle,1
C1,195,1,severe,2,121.8303128,middle,1
C1,195,2,severe,2,121.8303128,middle,1
C1,195,3,severe,2,121.8303128,middle,1
C1,195,4,severe,2,121.8303128,middle,1
C1,196,0,severe,2,122.2351485,middle,1
C1,196,1,severe,2,122.2351485,middle,1
C1,196,2,severe,2,122.2351485,middle,1
C1,196,3,severe,2,122.2351485,middle,1
C1,196,4,severe,2,122.2351485,middle,1
C1,197,0,severe,2,122.6342497,middle,1
C1,197,1,severe,2,122.6342497,middle,1
C1,197,2,severe,2,122.6342497,middle,1
C1,197,3,severe,2,122.6342497,middle,1
C1,197,4,severe,2,122.6342497,middle,1
C1,198,0,severe,2,123.0274957,middle,1
C1,198,1,severe,2,123.0274957,middle,1
C1,198,2,severe,2,123.0274957,middle,1
C1,198,3,severe,2,123.0274957,middle,1
C1,198,4,severe,2,123.0274957,middle,1
C1,199,0,severe,2,123.4147755,middle,1
C1,199,1,severe,2,123.4147755,middle,1
C1,199,2,severe,2,123.4147755,middle,1
C1,199,3,severe,2,123.4147755,middle,1
C1,199,4,severe,2,123.4147755,middle,1
C1,200,0,severe,2,123.7959876,middle,1
C1,200,1,severe,2,123.7959876,middle,1
C1,200,2,severe,2,123.7959876,middle,1
C1,200,3,severe,2,123.7959876,middle,1
C1,200,4,severe,2,123.7959876,middle,1
C1,201,0,severe,2,124.1710401,middle,1
C1,201,1,severe,2,124.1710401,middle,1
C1,201,2,severe,2,124.1710401,middle,1
C1,201,3,severe,2,124.1710401,middle,1
C1,201,4,severe,2,124.1710401,middle,1
C1,202,0,severe,2,124.5398507,middle,1
C1,202,1,severe,2,124.5398507,middle,1
C1,202,2,severe,2,124.5398507,middle,1
C1,202,3,severe,2,124.5398507,middle,1
C1,202,4,severe,2,124.5398507,middle,1
C1,203,0,severe,2,124.9023469,middle,1
C1,203,1,severe,2,124.9023469,middle,1
C1,203,2,severe,2,124.9023469,middle,1
C1,203,3,severe,2,124.9023469,middle,1
C1,203,4,severe,2,124.9023469,middle,1
C1,204,0,severe,2,125.2584659,middle,1
C1,204,1,severe,2,125.2584659,middle,1
C1,204,2,severe,2,125.2584659,middle,1
C1,204,3,severe,2,125.2584659,middle,1
C1,204,4,severe,2,125.2584659,middle,1
C1,205,0,severe,2,125.6081548,middle,1
C1,205,1,severe,2,125.6081548,middle,1
C1,205,2,severe,2,125.6081548,middle,1
C1,205,3,severe,2,125.6081548,middle,1
C1,205,4,severe,2,125.6081548,middle,1
C1,206,0,severe,2,125.9513701,middle,1
C1,206,1,severe,2,125.9513701,middle,1
C1,206,2,severe,2,125.9513701,middle,1
C1,206,3,severe,2,125.9513701,middle,1
C1,206,4,severe,2,125.9513701,middle,1
C1,207,0,severe,2,126.2880785,middle,1
C1,207,1,severe,2,126.2880785,middle,1
C1,207,2,severe,2,126.2880785,middle,1
C1,207,3,severe,2,126.2880785,middle,1
C1,207,4,severe,2,126.2880785,middle,1
C1,208,0,severe,2,126.6182561,middle,1
C1,208,1,severe,2,126.6182561,middle,1
C1,208,2,severe,2,126.6182561,middle,1
C1,208,3,severe,2,126.6182561,middle,1
C1,208,4,severe,2,126.6182561,middle,1
C1,209,0,severe,2,126.941889,middle,1
C1,209,1,severe,2,126.941889,middle,1
C1,209,2,severe,2,126.941889,middle,1
C1,209,3,severe,2,126.941889,middle,1
C1,209,4,severe,2,126.941889,middle,1
C1,210,0,severe,2,127.2589728,middle,1
C1,210,1,severe,2,127.2589728,middle,1
C1,210,2,severe,2,127.2589728,middle,1
C1,210,3,severe,2,127.2589728,middle,1
C1,210,4,severe,2,127.2589728,middle,1
C1,211,0,severe,2,127.5695129,middle,1
C1,211,1,severe,2,127.5695129,middle,1
C1,211,2,severe,2,127.5695129,middle,1
C1,211,3,severe,2,127.5695129,middle,1
C1,211,4,severe,2,127.5695129,middle,1
C1,212,0,severe,2,127.8735244,middle,1
C1,212,1,severe,2,127.8735244,middle,1
C1,212,2,severe,2,127.8735244,middle,1
C1,212,3,severe,2,127.8735244,middle,1
C1,212,4,severe,2,127.8735244,middle,1
C1,213,0,severe,2,128.1710319,middle,1
C1,213,1,severe,2,128.1710319,middle,1
C1,213,2,severe,2,128.1710319,middle,1
C1,213,3,severe,2,128.1710319,middle,1
C1,213,4,severe,2,128.1710319,middle,1
C1,214,0,severe,2,128.4620693,middle,1
C1,214,1,severe,2,128.4620693,middle,1
C1,214,2,severe,2,128.4620693,middle,1
C1,214,3,severe,2,128.4620693,middle,1
C1,214,4,severe,2,128.4620693,middle,1
C1,215,0,severe,2,128.7466804,middle,1
C1,215,1,severe,2,128.7466804,middle,1
C1,215,2,severe,2,128.7466804,middle,1
C1,215,3,severe,2,128.7466804,middle,1
C1,215,4,severe,2,128.7466804,middle,1
C1,216,0,severe,2,129.024918,middle,1
C1,216,1,severe,2,129.024918,middle,1
C1,216,2,severe,2,129.024918,middle,1
C1,216,3,severe,2,129.024918,middle,1
C1,216,4,severe,2,129.024918,middle,1
C1,217,0,severe,2,129.2968443,middle,1
C1,217,1,severe,2,129.2968443,middle,1
C1,217,2,severe,2,129.2968443,middle,1
C1,217,3,severe,2,129.2968443,middle,1
C1,217,4,severe,2,129.2968443,middle,1
C1,218,0,severe,2,129.5625308,middle,1
C1,218,1,severe,2,129.5625308,middle,1
C1,218,2,severe,2,129.5625308,middle,1
C1,218,3,severe,2,129.5625308,middle,1
C1,218,4,severe,2,129.5625308,middle,1
C1,219,0,severe,2,129.8220578,middle,1
C1,219,1,severe,2,129.8220578,middle,1
C1,219,2,severe,2,129.8220578,middle,1
C1,219,3,severe,2,129.8220578,middle,1
C1,219,4,severe,2,129.8220578,middle,1
C1,220,0,severe,2,130.0755148,middle,1
C1,220,1,severe,2,130.0755148,middle,1
C1,220,2,severe,2,130.0755148,middle,1
C1,220,3,severe,2,130.0755148,middle,1
C1,220,4,severe,2,130.0755148,middle,1
C1,221,0,severe,2,130.3230002,middle,1
C1,221,1,severe,2,130.3230002,middle,1
C1,221,2,severe,2,130.3230002,middle,1
C1,221,3,severe,2,130.3230002,middle,1
C1,221,4,severe,2,130.3230002,middle,1
C1,222,0,severe,2,130.5646208,middle,1
C1,222,1,severe,2,130.5646208,middle,1
C1,222,2,severe,2,130.5646208,middle,1
C1,222,3,severe,2,130.5646208,middle,1
C1,222,4,severe,2,130.5646208,middle,1
C1,223,0,severe,2,130.8004924,middle,1
C1,223,1,severe,2,130.8004924,middle,1
C1,223,2,severe,2,130.8004924,middle,1
C1,223,3,severe,2,130.8004924,middle,1
C1,223,4,severe,2,130.8004924,middle,1
C1,224,0,severe,2,131.030739,middle,1
C1,224,1,severe,2,131.030739,middle,1
C1,224,2,severe,2,131.030739,middle,1
C1,224,3,severe,2,131.030739,middle,1
C1,224,4,severe,2,131.030739,middle,1
C1,225,0,severe,2,131.2554931,middle,1
C1,225,1,severe,2,131.2554931,middle,1
C1,225,2,severe,2,131.2554931,middle,1
C1,225,3,severe,2,131.2554931,middle,1
C1,225,4,severe,2,131.2554931,middle,1
C1,226,0,severe,2,131.474895,middle,1
C1,226,1,severe,2,131.474895,middle,1
C1,226,2,severe,2,131.474895,middle,1
C1,226,3,severe,2,131.474895,middle,1
C1,226,4,severe,2,131.474895,middle,1
C1,227,0,severe,2,131.6890935,middle,1
C1,227,1,severe,2,131.6890935,middle,1
C1,227,2,severe,2,131.6890935,middle,1
C1,227,3,severe,2,131.6890935,middle,1
C1,227,4,severe,2,131.6890935,middle,1
C1,228,0,severe,2,131.8982448,late,2
C1,228,1,severe,2,131.8982448,late,2
C1,228,2,severe,2,131.8982448,late,2
C1,228,3,severe,2,131.8982448,late,2
C1,228,4,severe,2,131.8982448,late,2
C1,229,0,severe,2,132.1025129,late,2
C1,229,1,severe,2,132.1025129,late,2
C1,229,2,severe,2,132.1025129,late,2
C1,229,3,severe,2,132.1025129,late,2
C1,229,4,severe,2,132.1025129,late,2
C1,230,0,severe,2,132.3020694,late,2
C1,230,1,severe,2,132.3020694,late,2
C1,230,2,severe,2,132.3020694,late,2
C1,230,3,severe,2,132.3020694,late,2
C1,230,4,severe,2,132.3020694,late,2
C1,231,0,severe,2,132.4970931,late,2
C1,231,1,severe,2,132.4970931,late,2
C1,231,2,severe,2,132.4970931,late,2
C1,231,3,severe,2,132.4970931,late,2
C1,231,4,severe,2,132.4970931,late,2
C1,232,0,severe,2,132.6877699,late,2
C1,232,1,severe,2,132.6877699,late,2
C1,232,2,severe,2,132.6877699,late,2
C1,232,3,severe,2,132.6877699,late,2
C1,232,4,severe,2,132.6877699,late,2
C1,233,0,severe,2,132.8742926,late,2
C1,233,1,severe,2,132.8742926,late,2
C1,233,2,severe,2,132.8742926,late,2
C1,233,3,severe,2,132.8742926,late,2
C1,233,4,severe,2,132.8742926,late,2
C1,234,0,severe,2,133.0568608,late,2
C1,234,1,severe,2,133.0568608,late,2
C1,234,2,severe,2,133.0568608,late,2
C1,234,3,severe,2,133.0568608,late,2
C1,234,4,severe,2,133.0568608,late,2
C1,235,0,severe,2,133.2356806,late,2
C1,235,1,severe,2,133.2356806,late,2
C1,235,2,severe,2,133.2356806,late,2
C1,235,3,severe,2,133.2356806,late,2
C1,235,4,severe,2,133.2356806,late,2
C1,236,0,severe,2,133.4109642,late,2
C1,236,1,severe,2,133.4109642,late,2
C1,236,2,severe,2,133.4109642,late,2
C1,236,3,severe,2,133.4109642,late,2
C1,236,4,severe,2,133.4109642,late,2
C1,237,0,severe,2,133.5829302,late,2
C1,237,1,severe,2,133.5829302,late,2
C1,237,2,severe,2,133.5829302,late,2
C1,237,3,severe,2,133.5829302,late,2
C1,237,4,severe,2,133.5829302,late,2
C1,238,0,severe,2,133.7518028,late,2
C1,238,1,severe,2,133.7518028,late,2
C1,238,2,severe,2,133.7518028,late,2
C1,238,3,severe,2,133.7518028,late,2
C1,238,4,severe,2,133.7518028,late,2
C1,239,0,severe,2,133.9178121,late,2
C1,239,1,severe,2,133.9178121,late,2
C1,239,2,severe,2,133.9178121,late,2
C1,239,3,severe,2,133.9178121,late,2
C1,239,4,severe,2,133.9178121,late,2
C1,240,0,severe,2,134.0811934,late,2
C1,240,1,severe,2,134.0811934,late,2
C1,240,2,severe,2,134.0811934,late,2
C1,240,3,severe,2,134.0811934,late,2
C1,240,4,severe,2,134.0811934,late,2
C1,241,0,severe,2,134.2421873,late,2
C1,241,1,severe,2,134.2421873,late,2
C1,241,2,severe,2,134.2421873,late,2
C1,241,3,severe,2,134.2421873,late,2
C1,241,4,severe,2,134.2421873,late,2
C1,242,0,severe,2,134.4010394,late,2
C1,242,1,severe,2,134.4010394,late,2
C1,242,2,severe,2,134.4010394,late,2
C1,242,3,severe,2,134.4010394,late,2
C1,242,4,severe,2,134.4010394,late,2
C1,243,0,severe,2,134.5579999,late,2
C1,243,1,severe,2,134.5579999,late,2
C1,243,2,severe,2,134.5579999,late,2
C1,243,3,severe,2,134.5579999,late,2
C1,243,4,severe,2,134.5579999,late,2
C1,244,0,severe,2,134.7133235,late,2
C1,244,1,severe,2,134.7133235,late,2
C1,244,2,severe,2,134.7133235,late,2
C1,244,3,severe,2,134.7133235,late,2
C1,244,4,severe,2,134.7133235,late,2
C1,245,0,severe,2,134.8672693,late,2
C1,245,1,severe,2,134.8672693,late,2
C1,245,2,severe,2,134.8672693,late,2
C1,245,3,severe,2,134.8672693,late,2
C1,245,4,severe,2,134.8672693,late,2
C1,246,0,severe,2,135.0201002,late,2
C1,246,1,severe,2,135.0201002,late,2
C1,246,2,severe,2,135.0201002,late,2
C1,246,3,severe,2,135.0201002,late,2
C1,246,4,severe,2,135.0201002,late,2
C1,247,0,severe,2,135.172083,late,2
C1,247,1,severe,2,135.172083,late,2
C1,247,2,severe,2,135.172083,late,2
C1,247,3,severe,2,135.172083,late,2
C1,247,4,severe,2,135.172083,late,2
C1,248,0,severe,2,135.6291837,late,2
C1,248,1,severe,2,135.6291837,late,2
C1,248,2,severe,2,135.6291837,late,2
C1,248,3,severe,2,135.6291837,late,2
C1,248,4,severe,2,135.6291837,late,2
C1,249,0,severe,2,136.2650196,late,2
C1,249,1,severe,2,136.2650196,late,2
C1,249,2,severe,2,136.2650196,late,2
