condition,run_id,class,class_id,start_idx,end_idx,npy_path
C1,272,II,1,189412,194020,data\windows\C1_272_2.npy
C1,281,II,1,191490,196098,data\windows\C1_281_3.npy
C1,76,II,1,20628,25236,data\windows\C1_076_0.npy
C1,133,II,1,70057,74665,data\windows\C1_133_3.npy
C1,90,II,1,32968,37576,data\windows\C1_090_3.npy
C1,129,II,1,66334,70942,data\windows\C1_129_1.npy
C1,185,II,1,114881,119489,data\windows\C1_185_1.npy
C1,122,II,1,60309,64917,data\windows\C1_122_2.npy
C1,68,II,1,14481,19089,data\windows\C1_068_1.npy
C1,180,II,1,109746,114354,data\windows\C1_180_0.npy
C1,65,II,1,11421,16029,data\windows\C1_065_0.npy
C1,108,II,1,48721,53329,data\windows\C1_108_1.npy
C1,52,II,1,111,4719,data\windows\C1_052_1.npy
C1,73,II,1,18642,23250,data\windows\C1_073_0.npy
C1,161,II,1,95157,99765,data\windows\C1_161_0.npy
C1,265,II,1,183247,187855,data\windows\C1_265_0.npy
C1,246,II,1,166821,171429,data\windows\C1_246_1.npy
C1,76,II,1,21215,25823,data\windows\C1_076_1.npy
C1,60,II,1,7480,12088,data\windows\C1_060_0.npy
C1,136,II,1,72679,77287,data\windows\C1_136_1.npy
C1,215,II,1,140415,145023,data\windows\C1_215_1.npy
C1,239,II,1,160808,165416,data\windows\C1_239_3.npy
C1,258,II,1,177322,181930,data\windows\C1_258_1.npy
C1,137,II,1,73669,78277,data\windows\C1_137_1.npy
C1,94,II,1,36089,40697,data\windows\C1_094_2.npy
C1,58,II,1,5651,10259,data\windows\C1_058_1.npy
C1,88,II,1,31544,36152,data\windows\C1_088_1.npy
C1,68,II,1,13976,18584,data\windows\C1_068_2.npy
C1,268,II,1,185686,190294,data\windows\C1_268_2.npy
C1,119,II,1,57738,62346,data\windows\C1_119_2.npy
C1,258,II,1,177321,181929,data\windows\C1_258_2.npy
C1,190,II,1,119022,123630,data\windows\C1_190_1.npy
C1,187,II,1,115902,120510,data\windows\C1_187_1.npy
C1,166,II,1,97820,102428,data\windows\C1_166_2.npy
C1,257,II,1,179177,183785,data\windows\C1_257_0.npy
C1,62,II,1,9325,13933,data\windows\C1_062_1.npy
C1,75,II,1,19913,24521,data\windows\C1_075_2.npy
C1,158,II,1,91063,95671,data\windows\C1_158_3.npy
C1,151,II,1,84815,89423,data\windows\C1_151_2.npy
C1,188,II,1,117379,121987,data\windows\C1_188_3.npy
C1,237,II,1,158948,163556,data\windows\C1_237_1.npy
C1,199,II,1,126462,131070,data\windows\C1_199_3.npy
C1,116,II,1,55388,59996,data\windows\C1_116_3.npy
C1,134,II,1,70404,75012,data\windows\C1_134_2.npy
C1,240,II,1,162026,166634,data\windows\C1_240_3.npy
C1,102,II,1,43298,47906,data\windows\C1_102_1.npy
C1,178,II,1,108449,113057,data\windows\C1_178_0.npy
C1,187,II,1,115870,120478,data\windows\C1_187_2.npy
C1,240,II,1,161582,166190,data\windows\C1_240_4.npy
C1,231,II,1,153831,158439,data\windows\C1_231_2.npy
C1,168,II,1,99938,104546,data\windows\C1_168_1.npy
C1,129,II,1,66614,71222,data\windows\C1_129_2.npy
C1,144,II,1,79139,83747,data\windows\C1_144_1.npy
C1,155,II,1,88535,93143,data\windows\C1_155_1.npy
C1,107,II,1,47161,51769,data\windows\C1_107_1.npy
C1,208,II,1,134655,139263,data\windows\C1_208_1.npy
C1,104,II,1,44779,49387,data\windows\C1_104_1.npy
C1,214,II,1,139638,144246,data\windows\C1_214_2.npy
C1,240,II,1,161846,166454,data\windows\C1_240_5.npy
C1,293,II,1,207313,211921,data\windows\C1_293_2.npy
C1,81,II,1,25535,30143,data\windows\C1_081_2.npy
C1,242,II,1,163671,168279,data\windows\C1_242_0.npy
C1,73,II,1,18462,23070,data\windows\C1_073_1.npy
C1,136,II,1,72499,77107,data\windows\C1_136_2.npy
C1,96,II,1,37859,42467,data\windows\C1_096_4.npy
C1,92,II,1,34860,39468,data\windows\C1_092_1.npy
C1,96,II,1,37656,42264,data\windows\C1_096_5.npy
C1,63,II,1,9431,14039,data\windows\C1_063_0.npy
C1,258,II,1,177317,181925,data\windows\C1_258_3.npy
C1,67,II,1,13116,17724,data\windows\C1_067_1.npy
C1,152,II,1,85696,90304,data\windows\C1_152_3.npy
C1,227,II,1,150552,155160,data\windows\C1_227_3.npy
C1,300,II,1,213640,218248,data\windows\C1_300_1.npy
C1,266,II,1,176347,180955,data\windows\C1_266_1.npy
C1,86,II,1,29466,34074,data\windows\C1_086_3.npy
C1,299,II,1,212682,217290,data\windows\C1_299_2.npy
C1,216,II,1,140686,145294,data\windows\C1_216_1.npy
C1,97,II,1,39117,43725,data\windows\C1_097_0.npy
C1,164,II,1,96488,101096,data\windows\C1_164_1.npy
C1,282,II,1,197859,202467,data\windows\C1_282_0.npy
C1,150,II,1,84464,89072,data\windows\C1_150_2.npy
C1,98,II,1,39467,44075,data\windows\C1_098_0.npy
C1,271,II,1,188456,193064,data\windows\C1_271_1.npy
C1,291,II,1,209658,214266,data\windows\C1_291_2.npy
C1,296,II,1,210237,214845,data\windows\C1_296_0.npy
C1,291,II,1,210260,214868,data\windows\C1_291_3.npy
C1,271,II,1,187977,192585,data\windows\C1_271_2.npy
C1,166,II,1,97755,102363,data\windows\C1_166_3.npy
C1,100,II,1,41304,45912,data\windows\C1_100_1.npy
C1,206,II,1,132850,137458,data\windows\C1_206_1.npy
C1,107,II,1,47507,52115,data\windows\C1_107_2.npy
C1,170,II,1,101770,106378,data\windows\C1_170_1.npy
C1,216,II,1,141232,145840,data\windows\C1_216_2.npy
C1,289,II,1,204577,209185,data\windows\C1_289_2.npy
C1,124,II,1,62133,66741,data\windows\C1_124_4.npy
C1,115,II,1,54177,58785,data\windows\C1_115_0.npy
C1,236,II,1,158264,162872,data\windows\C1_236_1.npy
C1,53,II,1,1385,5993,data\windows\C1_053_1.npy
C1,194,II,1,121895,126503,data\windows\C1_194_0.npy
C1,239,II,1,160633,165241,data\windows\C1_239_4.npy
C1,190,II,1,118538,123146,data\windows\C1_190_2.npy
C1,148,II,1,82564,87172,data\windows\C1_148_0.npy
C1,259,II,1,178555,183163,data\windows\C1_259_1.npy
C1,145,II,1,79796,84404,data\windows\C1_145_0.npy
C1,230,II,1,151290,155898,data\windows\C1_230_1.npy
C1,168,II,1,99822,104430,data\windows\C1_168_2.npy
C1,58,II,1,5700,10308,data\windows\C1_058_2.npy
C1,185,II,1,114166,118774,data\windows\C1_185_2.npy
C1,64,II,1,10613,15221,data\windows\C1_064_1.npy
C1,285,II,1,200618,205226,data\windows\C1_285_0.npy
C1,202,II,1,129470,134078,data\windows\C1_202_1.npy
C1,145,II,1,80011,84619,data\windows\C1_145_1.npy
C1,174,II,1,104622,109230,data\windows\C1_174_1.npy
C1,207,II,1,133256,137864,data\windows\C1_207_1.npy
C1,117,II,1,55973,60581,data\windows\C1_117_0.npy
C1,124,II,1,61985,66593,data\windows\C1_124_5.npy
C1,157,II,1,90033,94641,data\windows\C1_157_1.npy
C1,116,II,1,55629,60237,data\windows\C1_116_4.npy
C1,242,II,1,163279,167887,data\windows\C1_242_1.npy
C1,78,II,1,22284,26892,data\windows\C1_078_2.npy
C1,259,II,1,178138,182746,data\windows\C1_259_2.npy
C1,139,II,1,74990,79598,data\windows\C1_139_0.npy
C1,192,II,1,120746,125354,data\windows\C1_192_0.npy
C1,91,II,1,33871,38479,data\windows\C1_091_1.npy
C1,148,II,1,82869,87477,data\windows\C1_148_1.npy
C1,241,II,1,162571,167179,data\windows\C1_241_0.npy
C1,119,II,1,58229,62837,data\windows\C1_119_3.npy
C1,85,II,1,28426,33034,data\windows\C1_085_1.npy
C1,183,II,1,112260,116868,data\windows\C1_183_1.npy
C1,92,II,1,34905,39513,data\windows\C1_092_2.npy
C1,131,II,1,67677,72285,data\windows\C1_131_2.npy
C1,165,II,1,96926,101534,data\windows\C1_165_3.npy
C1,193,II,1,125616,130224,data\windows\C1_193_1.npy
C1,212,II,1,137652,142260,data\windows\C1_212_0.npy
C1,221,II,1,145622,150230,data\windows\C1_221_1.npy
C1,263,II,1,181842,186450,data\windows\C1_263_1.npy
C1,68,II,1,14172,18780,data\windows\C1_068_3.npy
C1,142,II,1,77944,82552,data\windows\C1_142_2.npy
C1,52,II,1,228,4836,data\windows\C1_052_2.npy
C1,54,II,1,2026,6634,data\windows\C1_054_0.npy
C1,105,II,1,45625,50233,data\windows\C1_105_0.npy
C1,202,II,1,128735,133343,data\windows\C1_202_2.npy
C1,276,II,1,192754,197362,data\windows\C1_276_3.npy
C1,246,II,1,166588,171196,data\windows\C1_246_2.npy
C1,214,II,1,139125,143733,data\windows\C1_214_3.npy
C1,247,II,1,167609,172217,data\windows\C1_247_1.npy
C1,95,II,1,36941,41549,data\windows\C1_095_2.npy
C1,262,II,1,180846,185454,data\windows\C1_262_1.npy
C1,275,II,1,191835,196443,data\windows\C1_275_0.npy
C1,75,II,1,20407,25015,data\windows\C1_075_3.npy
C1,169,II,1,101120,105728,data\windows\C1_169_0.npy
C1,260,II,1,178825,183433,data\windows\C1_260_2.npy
C1,171,II,1,102450,107058,data\windows\C1_171_1.npy
C1,262,II,1,180984,185592,data\windows\C1_262_2.npy
C1,286,II,1,201571,206179,data\windows\C1_286_3.npy
C1,171,II,1,102143,106751,data\windows\C1_171_2.npy
C1,66,II,1,12767,17375,data\windows\C1_066_0.npy
C1,137,II,1,73205,77813,data\windows\C1_137_2.npy
C1,106,II,1,46273,50881,data\windows\C1_106_1.npy
C1,171,II,1,102024,106632,data\windows\C1_171_3.npy
C1,199,II,1,126080,130688,data\windows\C1_199_4.npy
C1,168,II,1,99770,104378,data\windows\C1_168_3.npy
C1,101,II,1,42005,46613,data\windows\C1_101_1.npy
C1,127,II,1,64724,69332,data\windows\C1_127_1.npy
C1,222,II,1,146378,150986,data\windows\C1_222_2.npy
C1,58,II,1,5787,10395,data\windows\C1_058_3.npy
C1,105,II,1,46016,50624,data\windows\C1_105_1.npy
C1,275,II,1,192283,196891,data\windows\C1_275_1.npy
C1,76,II,1,21285,25893,data\windows\C1_076_2.npy
C1,156,II,1,87000,91608,data\windows\C1_156_1.npy
C1,103,II,1,44491,49099,data\windows\C1_103_0.npy
C1,78,II,1,22463,27071,data\windows\C1_078_3.npy
C1,158,II,1,90922,95530,data\windows\C1_158_4.npy
C1,182,II,1,112164,116772,data\windows\C1_182_1.npy
C1,96,II,1,37826,42434,data\windows\C1_096_6.npy
C1,71,II,1,16695,21303,data\windows\C1_071_0.npy
C1,85,II,1,28945,33553,data\windows\C1_085_2.npy
C1,215,II,1,140261,144869,data\windows\C1_215_2.npy
C1,267,II,1,185438,190046,data\windows\C1_267_1.npy
C1,97,II,1,39275,43883,data\windows\C1_097_1.npy
C1,132,II,1,68877,73485,data\windows\C1_132_5.npy
C1,138,II,1,73925,78533,data\windows\C1_138_1.npy
C1,142,II,1,77607,82215,data\windows\C1_142_3.npy
C1,113,II,1,52554,57162,data\windows\C1_113_3.npy
C1,65,II,1,11953,16561,data\windows\C1_065_1.npy
C1,183,II,1,112956,117564,data\windows\C1_183_2.npy
C1,141,II,1,76798,81406,data\windows\C1_141_0.npy
C1,137,II,1,73680,78288,data\windows\C1_137_3.npy
C1,118,II,1,56926,61534,data\windows\C1_118_0.npy
C1,285,II,1,200269,204877,data\windows\C1_285_1.npy
C1,205,II,1,131383,135991,data\windows\C1_205_2.npy
C1,157,II,1,90041,94649,data\windows\C1_157_2.npy
C1,103,II,1,44149,48757,data\windows\C1_103_1.npy
C1,253,II,1,172636,177244,data\windows\C1_253_1.npy
C1,274,II,1,191498,196106,data\windows\C1_274_2.npy
C1,60,II,1,6939,11547,data\windows\C1_060_1.npy
C1,285,II,1,200340,204948,data\windows\C1_285_2.npy
C1,227,II,1,150608,155216,data\windows\C1_227_4.npy
C1,77,II,1,21436,26044,data\windows\C1_077_0.npy
C1,241,II,1,162260,166868,data\windows\C1_241_1.npy
C1,78,II,1,23054,27662,data\windows\C1_078_4.npy
C1,64,II,1,10914,15522,data\windows\C1_064_2.npy
C1,80,II,1,24750,29358,data\windows\C1_080_2.npy
C1,167,II,1,98868,103476,data\windows\C1_167_4.npy
C1,207,II,1,133340,137948,data\windows\C1_207_2.npy
C1,154,II,1,87677,92285,data\windows\C1_154_2.npy
C1,82,II,1,26197,30805,data\windows\C1_082_0.npy
C1,101,II,1,42796,47404,data\windows\C1_101_2.npy
C1,265,II,1,183606,188214,data\windows\C1_265_1.npy
C1,293,II,1,207482,212090,data\windows\C1_293_3.npy
C1,241,II,1,162501,167109,data\windows\C1_241_2.npy
C1,77,II,1,22205,26813,data\windows\C1_077_1.npy
C1,257,II,1,179310,183918,data\windows\C1_257_1.npy
C1,225,II,1,149602,154210,data\windows\C1_225_0.npy
C1,184,II,1,113172,117780,data\windows\C1_184_0.npy
C1,87,II,1,30756,35364,data\windows\C1_087_0.npy
C1,302,II,1,214575,219183,data\windows\C1_302_3.npy
C1,163,II,1,95189,99797,data\windows\C1_163_2.npy
C1,63,II,1,9482,14090,data\windows\C1_063_1.npy
C1,104,II,1,45120,49728,data\windows\C1_104_2.npy
C1,152,II,1,86289,90897,data\windows\C1_152_4.npy
C1,67,II,1,13373,17981,data\windows\C1_067_2.npy
C1,133,II,1,69636,74244,data\windows\C1_133_4.npy
C1,169,II,1,100786,105394,data\windows\C1_169_1.npy
C1,290,II,1,208813,213421,data\windows\C1_290_1.npy
C1,73,II,1,18546,23154,data\windows\C1_073_2.npy
C1,196,II,1,124152,128760,data\windows\C1_196_1.npy
C1,281,II,1,191496,196104,data\windows\C1_281_4.npy
C1,254,II,1,173689,178297,data\windows\C1_254_1.npy
C1,284,II,1,199393,204001,data\windows\C1_284_0.npy
C1,94,II,1,36591,41199,data\windows\C1_094_3.npy
C1,253,II,1,172683,177291,data\windows\C1_253_2.npy
C1,297,II,1,210836,215444,data\windows\C1_297_3.npy
C1,133,II,1,70087,74695,data\windows\C1_133_5.npy
C1,177,II,1,107339,111947,data\windows\C1_177_1.npy
C1,185,II,1,114236,118844,data\windows\C1_185_3.npy
C1,175,II,1,106217,110825,data\windows\C1_175_1.npy
C1,124,II,1,62283,66891,data\windows\C1_124_6.npy
C1,295,II,1,209469,214077,data\windows\C1_295_0.npy
C1,292,II,1,206010,210618,data\windows\C1_292_0.npy
C1,147,II,1,81870,86478,data\windows\C1_147_0.npy
C1,254,II,1,173496,178104,data\windows\C1_254_2.npy
C1,151,II,1,85469,90077,data\windows\C1_151_3.npy
C1,251,II,1,171214,175822,data\windows\C1_251_1.npy
C1,198,II,1,125908,130516,data\windows\C1_198_2.npy
C1,170,II,1,101128,105736,data\windows\C1_170_2.npy
C1,84,II,1,27490,32098,data\windows\C1_084_3.npy
C1,216,II,1,140913,145521,data\windows\C1_216_3.npy
C1,132,II,1,69025,73633,data\windows\C1_132_6.npy
C1,106,II,1,46634,51242,data\windows\C1_106_2.npy
C1,100,II,1,41499,46107,data\windows\C1_100_2.npy
C1,298,II,1,211591,216199,data\windows\C1_298_1.npy
C1,77,II,1,22177,26785,data\windows\C1_077_2.npy
C1,252,II,1,172024,176632,data\windows\C1_252_2.npy
C1,269,II,1,186649,191257,data\windows\C1_269_0.npy
C1,59,II,1,6665,11273,data\windows\C1_059_1.npy
C1,199,II,1,126847,131455,data\windows\C1_199_5.npy
C1,196,II,1,124269,128877,data\windows\C1_196_2.npy
C1,142,II,1,77159,81767,data\windows\C1_142_4.npy
C1,219,II,1,143546,148154,data\windows\C1_219_2.npy
C1,154,II,1,87966,92574,data\windows\C1_154_3.npy
C1,162,II,1,94559,99167,data\windows\C1_162_2.npy
C1,160,II,1,92770,97378,data\windows\C1_160_1.npy
C1,252,II,1,172486,177094,data\windows\C1_252_3.npy
C1,210,II,1,136221,140829,data\windows\C1_210_3.npy
C1,147,II,1,81507,86115,data\windows\C1_147_1.npy
C1,284,II,1,199787,204395,data\windows\C1_284_1.npy
C1,253,II,1,172838,177446,data\windows\C1_253_3.npy
C1,286,II,1,200976,205584,data\windows\C1_286_4.npy
C1,235,II,1,157320,161928,data\windows\C1_235_1.npy
C1,150,II,1,84157,88765,data\windows\C1_150_3.npy
C1,246,II,1,166459,171067,data\windows\C1_246_3.npy
C1,134,II,1,70828,75436,data\windows\C1_134_3.npy
C1,120,II,1,58248,62856,data\windows\C1_120_0.npy
C1,165,II,1,97052,101660,data\windows\C1_165_4.npy
C1,295,II,1,209128,213736,data\windows\C1_295_1.npy
C1,194,II,1,122221,126829,data\windows\C1_194_1.npy
C1,148,II,1,82508,87116,data\windows\C1_148_2.npy
C1,167,II,1,99295,103903,data\windows\C1_167_5.npy
C1,125,II,1,62596,67204,data\windows\C1_125_0.npy
C1,217,II,1,141836,146444,data\windows\C1_217_4.npy
C1,139,II,1,75398,80006,data\windows\C1_139_1.npy
C1,191,II,1,119417,124025,data\windows\C1_191_1.npy
C1,144,II,1,79551,84159,data\windows\C1_144_2.npy
C1,132,II,1,68945,73553,data\windows\C1_132_7.npy
C1,295,II,1,209329,213937,data\windows\C1_295_2.npy
C1,138,II,1,74336,78944,data\windows\C1_138_2.npy
C1,69,II,1,15131,19739,data\windows\C1_069_1.npy
C1,147,II,1,81410,86018,data\windows\C1_147_2.npy
C1,185,II,1,114516,119124,data\windows\C1_185_4.npy
C1,75,II,1,20318,24926,data\windows\C1_075_4.npy
C1,128,II,1,65718,70326,data\windows\C1_128_3.npy
C1,93,II,1,35673,40281,data\windows\C1_093_0.npy
C1,177,II,1,107771,112379,data\windows\C1_177_2.npy
C1,233,II,1,155695,160303,data\windows\C1_233_0.npy
C1,295,II,1,208950,213558,data\windows\C1_295_3.npy
C1,149,II,1,83652,88260,data\windows\C1_149_1.npy
C1,268,II,1,186216,190824,data\windows\C1_268_3.npy
C1,105,II,1,46112,50720,data\windows\C1_105_2.npy
C1,247,II,1,168112,172720,data\windows\C1_247_2.npy
C1,193,II,1,125299,129907,data\windows\C1_193_2.npy
C1,242,II,1,163336,167944,data\windows\C1_242_2.npy
C1,241,II,1,162774,167382,data\windows\C1_241_3.npy
C1,185,II,1,114578,119186,data\windows\C1_185_5.npy
C1,116,II,1,55381,59989,data\windows\C1_116_5.npy
C1,184,II,1,113199,117807,data\windows\C1_184_1.npy
C1,259,II,1,178176,182784,data\windows\C1_259_3.npy
C1,295,II,1,209420,214028,data\windows\C1_295_4.npy
C1,284,II,1,199945,204553,data\windows\C1_284_2.npy
C1,97,II,1,39531,44139,data\windows\C1_097_2.npy
C1,201,II,1,128547,133155,data\windows\C1_201_0.npy
C1,78,II,1,22451,27059,data\windows\C1_078_5.npy
C1,219,II,1,144027,148635,data\windows\C1_219_3.npy
C1,301,II,1,204169,208777,data\windows\C1_301_1.npy
C1,65,II,1,11371,15979,data\windows\C1_065_2.npy
C1,216,II,1,141339,145947,data\windows\C1_216_4.npy
C1,289,II,1,204348,208956,data\windows\C1_289_3.npy
C1,264,II,1,182513,187121,data\windows\C1_264_2.npy
C1,150,II,1,84370,88978,data\windows\C1_150_4.npy
C1,78,II,1,22307,26915,data\windows\C1_078_6.npy
C1,283,II,1,199123,203731,data\windows\C1_283_2.npy
C1,283,II,1,198568,203176,data\windows\C1_283_3.npy
C1,197,II,1,124664,129272,data\windows\C1_197_0.npy
C1,297,II,1,210893,215501,data\windows\C1_297_4.npy
C1,53,II,1,990,5598,data\windows\C1_053_2.npy
C1,206,II,1,132733,137341,data\windows\C1_206_2.npy
C1,61,II,1,8269,12877,data\windows\C1_061_1.npy
C1,286,II,1,201604,206212,data\windows\C1_286_5.npy
C1,222,II,1,146570,151178,data\windows\C1_222_3.npy
C1,281,II,1,191008,195616,data\windows\C1_281_5.npy
C1,193,II,1,125298,129906,data\windows\C1_193_3.npy
C1,72,II,1,17867,22475,data\windows\C1_072_0.npy
C1,58,II,1,5690,10298,data\windows\C1_058_4.npy
C1,136,II,1,72139,76747,data\windows\C1_136_3.npy
C1,238,II,1,160051,164659,data\windows\C1_238_2.npy
C1,89,II,1,32438,37046,data\windows\C1_089_1.npy
C1,265,II,1,183555,188163,data\windows\C1_265_2.npy
C1,112,II,1,51475,56083,data\windows\C1_112_1.npy
C1,176,II,1,106779,111387,data\windows\C1_176_1.npy
C1,102,II,1,43645,48253,data\windows\C1_102_2.npy
C1,168,II,1,100169,104777,data\windows\C1_168_4.npy
C1,165,II,1,97295,101903,data\windows\C1_165_5.npy
C1,53,II,1,1174,5782,data\windows\C1_053_3.npy
C1,194,II,1,122195,126803,data\windows\C1_194_2.npy
C1,249,II,1,169434,174042,data\windows\C1_249_2.npy
C1,287,II,1,201782,206390,data\windows\C1_287_3.npy
C1,135,II,1,71084,75692,data\windows\C1_135_1.npy
C1,273,II,1,189722,194330,data\windows\C1_273_0.npy
C1,272,II,1,189347,193955,data\windows\C1_272_3.npy
C1,300,II,1,213207,217815,data\windows\C1_300_2.npy
C1,145,II,1,80232,84840,data\windows\C1_145_2.npy
C1,265,II,1,183285,187893,data\windows\C1_265_3.npy
C1,193,II,1,125834,130442,data\windows\C1_193_4.npy
C1,66,II,1,12506,17114,data\windows\C1_066_1.npy
C1,119,II,1,58152,62760,data\windows\C1_119_4.npy
C1,220,II,1,144683,149291,data\windows\C1_220_1.npy
C1,92,II,1,34496,39104,data\windows\C1_092_3.npy
C1,161,II,1,94811,99419,data\windows\C1_161_1.npy
C1,246,II,1,166882,171490,data\windows\C1_246_4.npy
C1,89,II,1,32164,36772,data\windows\C1_089_2.npy
C1,176,II,1,106817,111425,data\windows\C1_176_2.npy
C1,105,II,1,46180,50788,data\windows\C1_105_3.npy
C1,186,II,1,115401,120009,data\windows\C1_186_0.npy
C1,112,II,1,51739,56347,data\windows\C1_112_2.npy
C1,294,II,1,208235,212843,data\windows\C1_294_0.npy
C1,71,II,1,16460,21068,data\windows\C1_071_1.npy
C1,293,II,1,207689,212297,data\windows\C1_293_4.npy
C1,250,II,1,170515,175123,data\windows\C1_250_1.npy
C1,266,II,1,176747,181355,data\windows\C1_266_2.npy
C1,265,II,1,183418,188026,data\windows\C1_265_4.npy
C1,99,II,1,40304,44912,data\windows\C1_099_1.npy
C1,285,II,1,200647,205255,data\windows\C1_285_3.npy
C1,201,II,1,127876,132484,data\windows\C1_201_1.npy
C1,293,II,1,207382,211990,data\windows\C1_293_5.npy
C1,272,II,1,189214,193822,data\windows\C1_272_4.npy
C1,197,II,1,124801,129409,data\windows\C1_197_1.npy
C1,145,II,1,80534,85142,data\windows\C1_145_3.npy
C1,81,II,1,25187,29795,data\windows\C1_081_3.npy
C1,77,II,1,21710,26318,data\windows\C1_077_3.npy
C1,149,II,1,83784,88392,data\windows\C1_149_2.npy
C1,255,II,1,175669,180277,data\windows\C1_255_1.npy
C1,178,II,1,108699,113307,data\windows\C1_178_1.npy
C1,172,II,1,103602,108210,data\windows\C1_172_1.npy
C1,113,II,1,52587,57195,data\windows\C1_113_4.npy
C1,193,II,1,125682,130290,data\windows\C1_193_5.npy
C1,212,II,1,137372,141980,data\windows\C1_212_1.npy
C1,298,II,1,211649,216257,data\windows\C1_298_2.npy
C1,235,II,1,157087,161695,data\windows\C1_235_2.npy
C1,204,II,1,130710,135318,data\windows\C1_204_1.npy
C1,280,II,1,196093,200701,data\windows\C1_280_1.npy
C1,158,II,1,91405,96013,data\windows\C1_158_5.npy
C1,286,II,1,201444,206052,data\windows\C1_286_6.npy
C1,144,II,1,79587,84195,data\windows\C1_144_3.npy
C1,84,II,1,27431,32039,data\windows\C1_084_4.npy
C1,156,II,1,87602,92210,data\windows\C1_156_2.npy
C1,84,II,1,27643,32251,data\windows\C1_084_5.npy
C1,81,II,1,25426,30034,data\windows\C1_081_4.npy
C1,273,II,1,189856,194464,data\windows\C1_273_1.npy
C1,251,II,1,171201,175809,data\windows\C1_251_2.npy
C1,107,II,1,47596,52204,data\windows\C1_107_3.npy
C1,262,II,1,180390,184998,data\windows\C1_262_3.npy
C1,69,II,1,14784,19392,data\windows\C1_069_2.npy
C1,123,II,1,61172,65780,data\windows\C1_123_3.npy
C1,229,II,1,152104,156712,data\windows\C1_229_0.npy
C1,128,II,1,65312,69920,data\windows\C1_128_4.npy
C1,235,II,1,157321,161929,data\windows\C1_235_3.npy
C1,271,II,1,188294,192902,data\windows\C1_271_3.npy
C1,68,II,1,14169,18777,data\windows\C1_068_4.npy
C1,58,II,1,5141,9749,data\windows\C1_058_5.npy
C1,287,II,1,202585,207193,data\windows\C1_287_4.npy
C1,182,II,1,111952,116560,data\windows\C1_182_2.npy
C1,179,II,1,108943,113551,data\windows\C1_179_2.npy
C1,168,II,1,99722,104330,data\windows\C1_168_5.npy
C1,160,II,1,93220,97828,data\windows\C1_160_2.npy
C1,225,II,1,149199,153807,data\windows\C1_225_1.npy
C1,197,II,1,124830,129438,data\windows\C1_197_2.npy
C1,93,II,1,35099,39707,data\windows\C1_093_1.npy
C1,209,II,1,134788,139396,data\windows\C1_209_1.npy
C1,219,II,1,143894,148502,data\windows\C1_219_4.npy
C1,80,II,1,24380,28988,data\windows\C1_080_3.npy
C1,146,II,1,80989,85597,data\windows\C1_146_0.npy
C1,250,II,1,170220,174828,data\windows\C1_250_2.npy
C1,207,II,1,133156,137764,data\windows\C1_207_3.npy
C1,86,II,1,29285,33893,data\windows\C1_086_4.npy
C1,62,II,1,8605,13213,data\windows\C1_062_2.npy
C1,197,II,1,125145,129753,data\windows\C1_197_3.npy
C1,167,II,1,99276,103884,data\windows\C1_167_6.npy
C1,293,II,1,207144,211752,data\windows\C1_293_6.npy
C1,183,II,1,112331,116939,data\windows\C1_183_3.npy
C1,285,II,1,200733,205341,data\windows\C1_285_4.npy
C1,105,II,1,46066,50674,data\windows\C1_105_4.npy
C1,164,II,1,96189,100797,data\windows\C1_164_2.npy
C1,87,II,1,29979,34587,data\windows\C1_087_1.npy
C1,196,II,1,123585,128193,data\windows\C1_196_3.npy
C1,99,II,1,40490,45098,data\windows\C1_099_2.npy
C1,175,II,1,105913,110521,data\windows\C1_175_2.npy
C1,138,II,1,73995,78603,data\windows\C1_138_3.npy
C1,98,II,1,39917,44525,data\windows\C1_098_1.npy
C1,76,II,1,20781,25389,data\windows\C1_076_3.npy
C1,180,II,1,110181,114789,data\windows\C1_180_1.npy
C1,289,II,1,204737,209345,data\windows\C1_289_4.npy
C1,101,II,1,42706,47314,data\windows\C1_101_3.npy
C1,153,II,1,87102,91710,data\windows\C1_153_3.npy
C1,108,II,1,48272,52880,data\windows\C1_108_2.npy
C1,255,II,1,175238,179846,data\windows\C1_255_2.npy
C1,156,II,1,87032,91640,data\windows\C1_156_3.npy
C1,296,II,1,209983,214591,data\windows\C1_296_1.npy
C1,113,II,1,52741,57349,data\windows\C1_113_5.npy
C1,72,II,1,17324,21932,data\windows\C1_072_1.npy
C1,198,II,1,125428,130036,data\windows\C1_198_3.npy
C1,215,II,1,140288,144896,data\windows\C1_215_3.npy
C1,300,II,1,213716,218324,data\windows\C1_300_3.npy
C1,270,II,1,187830,192438,data\windows\C1_270_1.npy
C1,273,II,1,190494,195102,data\windows\C1_273_2.npy
C1,211,II,1,136453,141061,data\windows\C1_211_1.npy
C1,142,II,1,77404,82012,data\windows\C1_142_5.npy
C1,159,II,1,92267,96875,data\windows\C1_159_0.npy
C1,85,II,1,28742,33350,data\windows\C1_085_3.npy
C1,160,II,1,92675,97283,data\windows\C1_160_3.npy
C1,143,II,1,78344,82952,data\windows\C1_143_3.npy
C1,61,II,1,7702,12310,data\windows\C1_061_2.npy
C1,103,II,1,43950,48558,data\windows\C1_103_2.npy
C1,186,II,1,114995,119603,data\windows\C1_186_1.npy
C1,144,II,1,79449,84057,data\windows\C1_144_4.npy
C1,301,II,1,204417,209025,data\windows\C1_301_2.npy
