run_id,VB_true,VB_smooth,q_true,q_pred,q_pred_norm,true_stage,pred_stage,prob_early,prob_middle,prob_late,max_prob,dominant_prob_stage,relative_life,dataset_id,task_id,protocol_id,aggregation_level,uncertainty_type,n_test,test_universe,source_path,status
86,113.5605194,113.52100575714287,0.2875814402796224,0.33099213,0.0553978029790718,early,early,0.8098117491469328,0.1671845878994846,0.0230036629525825,0.8098117491469328,early,0.2442244224422442,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
87,113.8572241,113.81773241428571,0.2893291093590293,0.3272775,0.0465672958559078,early,early,0.8218264409131473,0.155774231853985,0.0223993272318677,0.8218264409131473,early,0.2475247524752475,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
88,114.1341627,114.09477398571428,0.2909608366623936,0.33134857,0.0562451406571126,early,early,0.8050895249094705,0.1712139523087349,0.0236965227807946,0.8050895249094705,early,0.2508250825082508,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
89,114.391387,114.35218095714286,0.292476919541907,0.33018684,0.0534834483646922,early,early,0.8119370784295333,0.1652060604642826,0.0228568611051839,0.8119370784295333,early,0.2541254125412541,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
90,114.6289887,114.5900435857143,0.2938778895966487,0.33249724,0.0589757864057241,early,early,0.7915019731067431,0.1838079215131268,0.0246901053791301,0.7915019731067431,early,0.2574257425742574,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
91,114.8470987,114.80849114285716,0.2951645082131444,0.3338606,0.0622167983480808,early,early,0.8046473833265849,0.1717377317251798,0.0236148849472352,0.8046473833265849,early,0.2607260726072607,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
92,115.0458861,115.00769114285713,0.2963377620217843,0.3340861,0.0627528623319159,early,early,0.7842881814205958,0.1902459656175952,0.025465852960809,0.7842881814205958,early,0.264026402640264,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
93,115.2255578,115.1878485142857,0.2973988580166796,0.33365762,0.0617342694459129,early,early,0.7951554323168452,0.1805007737104815,0.0243437939716732,0.7951554323168452,early,0.2673267326732673,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
94,115.386357,115.34920467142857,0.2983492180865358,0.3331414,0.0605070989371086,early,early,0.7651570753126603,0.2081490551550637,0.0266938695312759,0.7651570753126603,early,0.2706270627062706,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
95,115.5285627,115.49203652857145,0.2991904732089655,0.33512202,0.0652154760886099,early,early,0.7706441324204141,0.2030472767591715,0.0263085908194143,0.7706441324204141,early,0.2739273927392739,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
96,115.6524886,115.61665557142858,0.2999244579813612,0.33714688,0.0700290216243455,middle,early,0.7258959614685982,0.2445687704037622,0.0295352681266395,0.7258959614685982,early,0.2772277227722772,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
97,115.7584818,115.7234067142857,0.3005532038896633,0.34078965,0.0786887014398448,middle,early,0.6747837869892561,0.2927435947860133,0.0324726182237305,0.6747837869892561,early,0.2805280528052805,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
98,115.8469217,115.81266724285716,0.3010789330819709,0.34062564,0.0782988129520896,middle,early,0.637673500815174,0.328617085372746,0.03370941381108,0.637673500815174,early,0.2838283828382838,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
99,115.9182194,115.88484565714286,0.3015040515531672,0.3494098,0.0991807278267909,middle,middle,0.4773175550941868,0.4866233811167891,0.036059063788024,0.4866233811167891,middle,0.2871287128712871,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
100,115.9728158,115.94038047142858,0.3018311420771272,0.35281166,0.1072677106385398,middle,middle,0.4024065145418347,0.561282674213534,0.0363108112436314,0.561282674213534,middle,0.2904290429042904,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
101,116.0111807,115.9807734,0.3020690494932344,0.3589523,0.1218653866549358,middle,middle,0.3025051688246379,0.660636350280215,0.0368584808941471,0.660636350280215,middle,0.2937293729372937,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
102,116.0338116,116.00853205714286,0.3022325432192163,0.3646732,0.1354652467219972,middle,middle,0.2223595323082183,0.7403910610321195,0.0372494066586622,0.7403910610321195,middle,0.297029702970297,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
103,116.0412323,116.02610532857145,0.302336046771595,0.37777534,0.1666119667449044,middle,middle,0.1554071695751855,0.8064751660460523,0.0381176643777622,0.8064751660460523,middle,0.3003300330033003,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
104,116.0412323,116.03587911428572,0.3023936126918466,0.3847643,0.1832262893190256,middle,middle,0.1326822389978919,0.8279333324199429,0.0393844285811651,0.8279333324199429,middle,0.3036303630363036,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
105,116.0412323,116.0401722,0.302418898229824,0.38883728,0.1929086746178318,middle,middle,0.1263378284078044,0.8312889288257956,0.0423732427653998,0.8312889288257956,middle,0.3069306930693069,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
106,116.0412323,116.0412323,0.3024251420368648,0.3938136,0.204738501331971,middle,middle,0.1248733331239745,0.8298392743632382,0.0452873925117874,0.8298392743632382,middle,0.3102310231023102,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
107,116.0412323,116.0412323,0.3024251420368648,0.39726377,0.212940327829126,middle,middle,0.1217808149783168,0.831023118014878,0.047196067005805,0.831023118014878,middle,0.3135313531353135,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
108,116.0412323,116.0412323,0.3024251420368648,0.38097987,0.1742298519693796,middle,middle,0.1790131607202281,0.7684049596558793,0.0525818796228926,0.7684049596558793,middle,0.3168316831683168,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
109,116.0412323,116.0412323,0.3024251420368648,0.3915255,0.199299175383354,middle,middle,0.1438990693277131,0.8068595978793072,0.0492413327919796,0.8068595978793072,middle,0.3201320132013201,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
110,116.0412323,116.0412323,0.3024251420368648,0.38744736,0.1896045236093523,middle,middle,0.1644826519700334,0.7852305858902245,0.050286762138742,0.7852305858902245,middle,0.3234323432343234,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
111,116.0412323,116.0412323,0.3024251420368648,0.3958831,0.2096581661414911,middle,middle,0.1367957210116516,0.8144940999892991,0.0487101789980493,0.8144940999892991,middle,0.3267326732673267,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
112,116.0412323,116.0412323,0.3024251420368648,0.39136127,0.1989087639063462,middle,middle,0.1665712235901795,0.7827638216637993,0.0506649547450213,0.7827638216637993,middle,0.33003300330033,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
113,116.0412323,116.0412323,0.3024251420368648,0.39974964,0.2188497973435216,middle,middle,0.1261428764677294,0.8255223174722648,0.0483348060590058,0.8255223174722648,middle,0.3333333333333333,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
114,116.0412323,116.0412323,0.3024251420368648,0.39951575,0.2182937884513744,middle,middle,0.1356005717380781,0.8151485355361946,0.0492508927247272,0.8151485355361946,middle,0.3366336633663366,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
115,116.0412323,116.0412323,0.3024251420368648,0.4056981,0.2329906184756009,middle,middle,0.1091106434635065,0.8428479576192451,0.0480413989162483,0.8428479576192451,middle,0.3399339933993399,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
116,116.0412323,116.0412323,0.3024251420368648,0.40573922,0.233088369921345,middle,middle,0.1174708554713377,0.8344019703068842,0.048127174220778,0.8344019703068842,middle,0.3432343234323432,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
117,116.0412323,116.0412323,0.3024251420368648,0.41114983,0.2459506011922016,middle,middle,0.0997816815335946,0.8523125711587073,0.0479057473066981,0.8523125711587073,middle,0.3465346534653465,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
118,116.0412323,116.0412323,0.3024251420368648,0.41953334,0.265880081321344,middle,middle,0.0883505302254729,0.8627924474494791,0.048857022324048,0.8627924474494791,middle,0.3498349834983498,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
119,116.0412323,116.0412323,0.3024251420368648,0.39778233,0.214173061041798,middle,middle,0.135225552735536,0.8095901805215056,0.0551842667419585,0.8095901805215056,middle,0.3531353135313531,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
120,116.0412323,116.0412323,0.3024251420368648,0.41903692,0.2646999798452666,middle,middle,0.1002821044247351,0.8420406457684249,0.0576772498058399,0.8420406457684249,middle,0.3564356435643564,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
121,116.0412323,116.0412323,0.3024251420368648,0.42005587,0.2671222521128002,middle,middle,0.1019875064602797,0.8418412483978875,0.0561712451408327,0.8418412483978875,middle,0.3597359735973597,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
122,116.0412323,116.0412323,0.3024251420368648,0.42645273,0.2823290204304745,middle,middle,0.0931931823651569,0.8487404154811958,0.0580664021526473,0.8487404154811958,middle,0.363036303630363,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
123,116.0412323,116.0412323,0.3024251420368648,0.4261883,0.2817004111211817,middle,middle,0.114583138819055,0.821518983620324,0.0638978775596209,0.821518983620324,middle,0.3663366336633663,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
124,116.0412323,116.0412323,0.3024251420368648,0.43308562,0.2980968848993888,middle,middle,0.0934669143006574,0.8437992852901999,0.0627338004081426,0.8437992852901999,middle,0.3696369636963696,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
125,116.0412323,116.0412323,0.3024251420368648,0.43326184,0.2985157992906589,middle,middle,0.0905788509519118,0.8494923119144535,0.0599288371326345,0.8494923119144535,middle,0.3729372937293729,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
126,116.0412323,116.04396102857145,0.3024412137797824,0.437754,0.3091946692934296,middle,middle,0.0818623075102414,0.8593881878663182,0.0587495046224403,0.8593881878663182,middle,0.3762376237623762,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
127,116.0412323,116.07710535714286,0.3026364281860637,0.43331897,0.2986516100906435,middle,middle,0.0924790265196058,0.8468844635275184,0.0606365099518756,0.8468844635275184,middle,0.3795379537953795,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
128,116.0412323,116.1406652714286,0.3030107851715685,0.43642968,0.3060464641711567,middle,middle,0.0840128091053727,0.8562728289892886,0.0597143619043387,0.8562728289892886,middle,0.3828382838283828,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
129,116.0603334,116.23464077142856,0.3035642847362966,0.44468194,0.3256639336666922,middle,middle,0.0724221024729479,0.8696382106498534,0.0579396868761987,0.8696382106498534,middle,0.3861386138613861,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
130,116.2732426,116.35903185714284,0.3042969268802481,0.4412253,0.3174467265310653,middle,middle,0.0698171479147938,0.8760473024471489,0.0541355496370572,0.8760473024471489,middle,0.3894389438943894,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
131,116.4861517,116.51383854285714,0.3052087116875634,0.4425191,0.3205223787806702,middle,middle,0.0632043542687399,0.886695401951495,0.0501002437787651,0.886695401951495,middle,0.3927392739273927,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
132,116.6990608,116.69906081428572,0.3062996390741022,0.43919992,0.3126319448389147,middle,middle,0.0615904955109075,0.8924417282821921,0.0459677762059002,0.8924417282821921,middle,0.396039603960396,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
133,116.9119699,116.91196994285714,0.3075536372969468,0.43888494,0.3118831668627356,middle,middle,0.0561496959348529,0.9034218890204,0.0404284150437469,0.9034218890204,middle,0.3993399339933993,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
134,117.1248791,117.12487907142858,0.3088076355197915,0.43563417,0.3041553588062757,middle,middle,0.0558610503021528,0.9060240772952544,0.0381148724015927,0.9060240772952544,middle,0.4026402640264026,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
135,117.3377882,117.3377882,0.310061633742636,0.43307406,0.2980694041913925,middle,middle,0.0537167188191899,0.911356148846092,0.0349271323337182,0.911356148846092,middle,0.4059405940594059,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
136,117.5506973,117.55069732857145,0.3113156319654807,0.4312298,0.2936851852875,middle,middle,0.0536017509168583,0.9126256846881476,0.0337725643939942,0.9126256846881476,middle,0.4092409240924092,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
137,117.7636065,117.76360645714286,0.3125696301883253,0.42987746,0.2904703703522469,middle,middle,0.0517084004183377,0.9169758224615852,0.0313157771190771,0.9169758224615852,middle,0.4125412541254125,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
138,117.9765156,117.9765155857143,0.3138236284111699,0.43030164,0.2914787411755869,middle,middle,0.0512734060507264,0.9175005162147148,0.0312260777335587,0.9175005162147148,middle,0.4158415841584158,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
139,118.1894247,118.1894247142857,0.3150776266340144,0.42868012,0.2876240251176342,middle,middle,0.0505657581698668,0.9197127690629554,0.0297214727661777,0.9197127690629554,middle,0.4191419141914191,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
140,118.4023338,118.40233384285716,0.3163316248568591,0.42632744,0.2820311780511632,middle,middle,0.0517829307922573,0.9188888823241168,0.0293281868826257,0.9188888823241168,middle,0.4224422442244224,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
141,118.615243,118.61524297142856,0.3175856230797036,0.42738637,0.2845484917292232,middle,middle,0.0505536873258972,0.920631525312952,0.0288147873601506,0.920631525312952,middle,0.4257425742574257,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
142,118.8281521,118.8281521,0.3188396213025483,0.42736092,0.2844879913816018,middle,middle,0.0505585610881947,0.9206698613539354,0.02877157755687,0.9206698613539354,middle,0.429042904290429,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
143,119.0410612,119.04106122857142,0.3200936195253929,0.42821988,0.2865299316013581,middle,middle,0.049961270111028,0.9212965725647324,0.0287421573232395,0.9212965725647324,middle,0.4323432343234323,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
144,119.2539704,119.25397035714286,0.3213476177482375,0.42876065,0.2878154629562961,middle,middle,0.0502034790343682,0.920670625868756,0.0291258950958759,0.920670625868756,middle,0.4356435643564356,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
145,119.4668795,119.4668794857143,0.3226016159710823,0.42909992,0.2886219837004014,middle,middle,0.0496085589988482,0.921477179437298,0.0289142615628538,0.921477179437298,middle,0.4389438943894389,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
146,119.6797886,119.67978861428573,0.3238556141939268,0.42858744,0.2874037040088899,middle,middle,0.0496771687400495,0.9216074314461642,0.0287153998127862,0.9216074314461642,middle,0.4422442244224422,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
147,119.8926977,119.89269774285717,0.3251096124167714,0.42978978,0.2902619353628781,middle,middle,0.0491265030957779,0.921881390045292,0.0289921068579299,0.921881390045292,middle,0.4455445544554455,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
148,120.1056069,120.10560687142858,0.326363610639616,0.43004274,0.2908632779143234,middle,middle,0.0490385666433297,0.9219528556991728,0.0290085776564975,0.9219528556991728,middle,0.4488448844884488,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
149,120.318516,120.31851600000002,0.3276176088624607,0.43056393,0.292102263225787,middle,middle,0.048775334507645,0.9222192613789458,0.0290054041124091,0.9222192613789458,middle,0.4521452145214521,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
150,120.5314251,120.53142512857144,0.3288716070853052,0.42780825,0.2855513949376505,middle,middle,0.0507185289693891,0.9199360684793166,0.0293454025502942,0.9199360684793166,middle,0.4554455445544554,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
151,120.7443343,120.74433425714288,0.3301256053081499,0.4302209,0.2912868041199113,middle,middle,0.0493572054501947,0.921392319678067,0.0292504748707382,0.921392319678067,middle,0.4587458745874587,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
152,120.9572434,120.95724338571428,0.3313796035309944,0.42877644,0.2878529993212839,middle,middle,0.04983785090436,0.9212536627467116,0.0289084863479282,0.9212536627467116,middle,0.462046204620462,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
153,121.1701525,121.17015251428572,0.3326336017538391,0.4315061,0.2943420122441902,middle,middle,0.0491559313273513,0.921134781908274,0.0297092867633747,0.921134781908274,middle,0.4653465346534653,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
154,121.3830616,121.38306164285711,0.3338875999766836,0.43216893,0.295917707545323,middle,middle,0.0494904198951389,0.9202999935310028,0.0302095865728583,0.9202999935310028,middle,0.4686468646864686,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
155,121.5959708,121.59597077142855,0.3351415981995282,0.4339731,0.3002066235440628,middle,middle,0.0489106347190146,0.9201916645088286,0.0308977007711567,0.9201916645088286,middle,0.4719471947194719,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
156,121.8088799,121.8088799,0.3363955964223728,0.43381295,0.2998259111404654,middle,middle,0.0489700289740449,0.9203437912603044,0.0306861797646505,0.9203437912603044,middle,0.4752475247524752,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
157,122.021789,122.02178902857143,0.3376495946452175,0.43551704,0.3038769145737852,middle,middle,0.0490041970381253,0.9192252865746464,0.0317705163862281,0.9192252865746464,middle,0.4785478547854785,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
158,122.2346982,122.23860795714286,0.3389266209189708,0.4366483,0.3065661728547312,middle,middle,0.0486913601722937,0.9194171978242328,0.0318914420024736,0.9194171978242328,middle,0.4818481848184818,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
159,122.4476073,122.45933665714288,0.3402266750753522,0.43482205,0.3022247677528292,middle,middle,0.0493852601336573,0.9189004455389684,0.0317142943263741,0.9189004455389684,middle,0.4851485148514851,PHM2010,D1/C6,PHM_D1_FROZEN_B11_B12,run_level,none,304,run_id_12_315_common_304,paper_data/01_PHM2010/04_semantics/C6_lifecycle_probability_wear.csv,DERIVED
